Type , Left     , Old Mid      , Right        , New Mid    , Frequency
DEL  , ']'      , '...'        , END          ,            , 3        
DEL  , STRING   , ':'          , NEWLINE      ,            , 3        
DEL  , STRING   , ']'          , '，'          ,            , 3        
DEL  , '...'    , '...'        , NEWLINE      ,            , 3        
DEL  , STRING   , NAME         , '*'          ,            , 3        
DEL  , START    , UNKNOWN_CHAR , '{'          ,            , 3        
INS  , ']'      ,              , NEWLINE      , ':'        , 3        
INS  , NUMBER   ,              , '，'          , ']'        , 3        
DEL  , NEWLINE  , 99           , 'def'        ,            , 3        
INS  , '('      ,              , NAME         , '['        , 3        
SUB  , NAME     , '}'          , END          , ')'        , 3        
DEL  , '['      , UNKNOWN_CHAR , NAME         ,            , 3        
DEL  , START    , UNKNOWN_CHAR , '['          ,            , 3        
INS  , 99       ,              , NAME         , 'def'      , 3        
DEL  , NAME     , '...'        , NEWLINE      ,            , 3        
INS  , NAME     ,              , NAME         , ')'        , 3        
SUB  , NAME     , ')'          , END          , '}'        , 3        
SUB  , ']'      , NAME         , ']'          , '，'        , 3        
DEL  , NUMBER   , '*'          , '，'          ,            , 3        
SUB  , NAME     , STRING       , END          , '('        , 3        
INS  , '['      ,              , '，'          , ':'        , 3        
SUB  , '+'      , UNKNOWN_CHAR , ')'          , STRING     , 3        
DEL  , START    , '>>'         , NAME         ,            , 3        
DEL  , STRING   , '**'         , '，'          ,            , 3        
INS  , NAME     ,              , '}'          , ')'        , 3        
DEL  , NEWLINE  , 99           , 'for'        ,            , 3        
DEL  , NAME     , UNKNOWN_CHAR , ':'          ,            , 3        
DEL  , NUMBER   , UNKNOWN_CHAR , UNKNOWN_CHAR ,            , 3        
SUB  , 98       , 'continue'   , NEWLINE      , NAME       , 3        
SUB  , STRING   , NAME         , UNKNOWN_CHAR , ':'        , 3        
DEL  , '('      , '['          , STRING       ,            , 3        
DEL  , '('      , '**'         , NAME         ,            , 3        
INS  , 'in'     ,              , NAME         , '('        , 3        
SUB  , NUMBER   , ':'          , STRING       , '，'        , 3        
SUB  , '=='     , UNKNOWN_CHAR , NAME         , STRING     , 3        
INS  , NAME     ,              , END          , '}'        , 3        
DEL  , START    , UNKNOWN_CHAR , STRING       ,            , 3        
SUB  , NAME     , NAME         , NEWLINE      , ')'        , 3        
SUB  , '，'      , UNKNOWN_CHAR , UNKNOWN_CHAR , STRING     , 3        
DEL  , '}'      , '}'          , END          ,            , 3        
SUB  , STRING   , '='          , NAME         , ':'        , 3        
INS  , '='      ,              , '('          , '['        , 3        
SUB  , START    , 'import'     , NEWLINE      , NAME       , 3        
SUB  , NEWLINE  , 'break'      , NEWLINE      , 99         , 3        
INS  , '='      ,              , ')'          , '('        , 3        
DEL  , NAME     , '*'          , '，'          ,            , 3        
DEL  , NUMBER   , NUMBER       , ';'          ,            , 3        
SUB  , ':'      , UNKNOWN_CHAR , '}'          , STRING     , 3        
INS  , NUMBER   ,              , NUMBER       , '|'        , 3        
DEL  , NEWLINE  , '>>'         , NAME         ,            , 3        
DEL  , ')'      , ')'          , ')'          ,            , 3        
INS  , NEWLINE  ,              , NAME         , 'while'    , 3        
DEL  , NAME     , NAME         , '<'          ,            , 3        
DEL  , ']'      , '.'          , NEWLINE      ,            , 3        
DEL  , 99       , UNKNOWN_CHAR , END          ,            , 3        
DEL  , ')'      , '<'          , '/'          ,            , 3        
INS  , NEWLINE  ,              , NAME         , 'import'   , 3        
DEL  , START    , ':'          , NAME         ,            , 3        
INS  , STRING   ,              , NUMBER       , '，'        , 3        
SUB  , ':'      , '['          , STRING       , '{'        , 3        
INS  , '['      ,              , STRING       , '('        , 3        
INS  , ']'      ,              , NAME         , '='        , 3        
DEL  , NAME     , '.'          , '，'          ,            , 3        
DEL  , '('      , UNKNOWN_CHAR , STRING       ,            , 3        
INS  , STRING   ,              , NUMBER       , ':'        , 3        
DEL  , '，'      , '='          , STRING       ,            , 3        
DEL  , START    , '**'         , 'from'       ,            , 3        
DEL  , NAME     , '*'          , ')'          ,            , 3        
DEL  , ')'      , '.'          , '['          ,            , 3        
INS  , ']'      ,              , ']'          , ')'        , 3        
DEL  , NAME     , NUMBER       , ']'          ,            , 3        
SUB  , NAME     , '('          , ':'          , '['        , 3        
DEL  , ')'      , STRING       , END          ,            , 3        
DEL  , NAME     , UNKNOWN_CHAR , '='          ,            , 3        
SUB  , 98       , 'raise'      , NEWLINE      , NAME       , 3        
INS  , NAME     ,              , STRING       , '['        , 3        
INS  , NAME     ,              , END          , 'import'   , 3        
INS  , START    ,              , NAME         , 'lambda'   , 3        
DEL  , ')'      , ')'          , ':'          ,            , 3        
SUB  , '('      , '，'          , ')'          , STRING     , 3        
DEL  , '('      , NAME         , '('          ,            , 3        
DEL  , '('      , '，'          , ')'          ,            , 3        
DEL  , STRING   , ')'          , NEWLINE      ,            , 3        
INS  , STRING   ,              , '}'          , ')'        , 3        
INS  , ']'      ,              , '.'          , ']'        , 3        
DEL  , STRING   , NAME         , 'in'         ,            , 3        
INS  , NAME     ,              , NAME         , '%'        , 3        
SUB  , NUMBER   , ')'          , END          , ']'        , 3        
DEL  , NAME     , 'for'        , NAME         ,            , 3        
INS  , 'False'  ,              , NAME         , '，'        , 3        
SUB  , ')'      , NEWLINE      , 99           , ')'        , 3        
SUB  , START    , '>>'         , '>'          , STRING     , 3        
DEL  , NUMBER   , NAME         , UNKNOWN_CHAR ,            , 3        
SUB  , '，'      , '*'          , NAME         , '**'       , 3        
DEL  , NAME     , ')'          , '，'          ,            , 3        
SUB  , 98       , '>'          , STRING       , NEWLINE    , 3        
SUB  , NEWLINE  , STRING       , END          , 99         , 3        
DEL  , 'if'     , '('          , NAME         ,            , 3        
DEL  , NAME     , NAME         , 'for'        ,            , 3        
INS  , NAME     ,              , '('          , '='        , 3        
INS  , '('      ,              , 'for'        , NAME       , 3        
INS  , NAME     ,              , 'def'        , NEWLINE    , 3        
INS  , ')'      ,              , 'return'     , ')'        , 3        
DEL  , STRING   , '.'          , ')'          ,            , 3        
DEL  , '('      , UNKNOWN_CHAR , UNKNOWN_CHAR ,            , 3        
DEL  , NAME     , '>'          , '，'          ,            , 3        
INS  , 'except' ,              , NAME         , '('        , 3        
INS  , 'import' ,              , '.'          , NAME       , 3        
DEL  , NAME     , '['          , NAME         ,            , 3        
INS  , NAME     ,              , ']'          , '['        , 3        
INS  , '['      ,              , ']'          , NAME       , 3        
INS  , ')'      ,              , ')'          , ']'        , 3        
INS  , ')'      ,              , '['          , ')'        , 3        
DEL  , 'False'  , '**'         , ')'          ,            , 3        
INS  , ']'      ,              , '，'          , ')'        , 3        
INS  , NEWLINE  ,              , '.'          , NAME       , 3        
INS  , 98       ,              , NAME         , 'if'       , 3        
DEL  , START    , 'if'         , '('          ,            , 3        
SUB  , NAME     , UNKNOWN_CHAR , NUMBER       , '%'        , 3        
SUB  , '('      , NAME         , ':'          , 'lambda'   , 3        
INS  , START    ,              , '['          , '('        , 2        
DEL  , STRING   , ':'          , NUMBER       ,            , 2        
SUB  , '='      , 'class'      , '('          , NAME       , 2        
SUB  , STRING   , NAME         , UNKNOWN_CHAR , ']'        , 2        
SUB  , NUMBER   , STRING       , NAME         , '，'        , 2        
SUB  , START    , 'from'       , '='          , NAME       , 2        
DEL  , START    , '>'          , '{'          ,            , 2        
SUB  , STRING   , ']'          , END          , ')'        , 2        
INS  , 'in'     ,              , NEWLINE      , NAME       , 2        
INS  , 'True'   ,              , NEWLINE      , ':'        , 2        
INS  , ']'      ,              , '['          , NEWLINE    , 2        
SUB  , '('      , '~'          , '/'          , STRING     , 2        
INS  , START    ,              , NAME         , '{'        , 2        
DEL  , '，'      , NEWLINE      , NAME         ,            , 2        
DEL  , '='      , '['          , '{'          ,            , 2        
INS  , NAME     ,              , NAME         , '|'        , 2        
SUB  , '('      , '<'          , NAME         , STRING     , 2        
DEL  , ':'      , '，'          , NAME         ,            , 2        
INS  , '}'      ,              , NAME         , NEWLINE    , 2        
DEL  , NEWLINE  , '.'          , END          ,            , 2        
DEL  , NAME     , STRING       , UNKNOWN_CHAR ,            , 2        
DEL  , NAME     , UNKNOWN_CHAR , UNKNOWN_CHAR ,            , 2        
DEL  , ';'      , '//'         , NAME         ,            , 2        
INS  , 98       ,              , NAME         , 'raise'    , 2        
DEL  , STRING   , '.'          , '/'          ,            , 2        
DEL  , ']'      , NEWLINE      , '['          ,            , 2        
INS  , ']'      ,              , '['          , ')'        , 2        
INS  , STRING   ,              , ':'          , ']'        , 2        
DEL  , '，'      , NEWLINE      , '['          ,            , 2        
DEL  , '，'      , NEWLINE      , ']'          ,            , 2        
INS  , '...'    ,              , '}'          , ':'        , 2        
SUB  , NAME     , '-'          , NUMBER       , '，'        , 2        
SUB  , NUMBER   , STRING       , NAME         , ':'        , 2        
DEL  , NUMBER   , STRING       , '}'          ,            , 2        
INS  , 'None'   ,              , STRING       , '，'        , 2        
DEL  , NEWLINE  , '...'        , NAME         ,            , 2        
INS  , NEWLINE  ,              , NAME         , 'from'     , 2        
DEL  , '='      , UNKNOWN_CHAR , '['          ,            , 2        
DEL  , NUMBER   , UNKNOWN_CHAR , NEWLINE      ,            , 2        
SUB  , STRING   , '，'          , ']'          , '}'        , 2        
DEL  , START    , 'def'        , 'class'      ,            , 2        
SUB  , '，'      , UNKNOWN_CHAR , '/'          , STRING     , 2        
INS  , '}'      ,              , '，'          , ']'        , 2        
INS  , STRING   ,              , ':'          , ')'        , 2        
DEL  , NAME     , ')'          , NAME         ,            , 2        
DEL  , START    , 98           , 'try'        ,            , 2        
INS  , NAME     ,              , '.'          , ')'        , 2        
SUB  , START    , 'def'        , NAME         , 'class'    , 2        
DEL  , NAME     , UNKNOWN_CHAR , '|'          ,            , 2        
SUB  , '='      , UNKNOWN_CHAR , '/'          , STRING     , 2        
SUB  , 'import' , NUMBER       , NEWLINE      , NAME       , 2        
DEL  , NUMBER   , NUMBER       , NAME         ,            , 2        
SUB  , NEWLINE  , 'continue'   , NEWLINE      , NAME       , 2        
SUB  , NAME     , UNKNOWN_CHAR , NAME         , '，'        , 2        
SUB  , 98       , NAME         , NUMBER       , 'return'   , 2        
DEL  , NAME     , NAME         , '}'          ,            , 2        
DEL  , NAME     , STRING       , 'is'         ,            , 2        
SUB  , '，'      , '.'          , '.'          , '...'      , 2        
DEL  , '...'    , '...'        , END          ,            , 2        
DEL  , ')'      , NAME         , 'return'     ,            , 2        
DEL  , '='      , NEWLINE      , STRING       ,            , 2        
DEL  , NAME     , '**'         , '，'          ,            , 2        
INS  , NEWLINE  ,              , 99           , NEWLINE    , 2        
SUB  , STRING   , ';'          , STRING       , '，'        , 2        
DEL  , '='      , NEWLINE      , '{'          ,            , 2        
INS  , '('      ,              , '，'          , STRING     , 2        
DEL  , START    , '.'          , NAME         ,            , 2        
DEL  , '.'      , '/'          , NAME         ,            , 2        
DEL  , ']'      , NAME         , UNKNOWN_CHAR ,            , 2        
SUB  , NUMBER   , '='          , STRING       , ':'        , 2        
SUB  , NAME     , UNKNOWN_CHAR , NAME         , NEWLINE    , 2        
DEL  , '-'      , '->'         , NAME         ,            , 2        
DEL  , NEWLINE  , 'for'        , NAME         ,            , 2        
SUB  , NEWLINE  , '>>'         , '>>'         , 98         , 2        
INS  , '='      ,              , NEWLINE      , STRING     , 2        
DEL  , STRING   , '**'         , ')'          ,            , 2        
SUB  , STRING   , NAME         , STRING       , ':'        , 2        
SUB  , '='      , UNKNOWN_CHAR , END          , STRING     , 2        
INS  , '，'      ,              , NAME         , '['        , 2        
SUB  , STRING   , NAME         , '-'          , '，'        , 2        
DEL  , '...'    , '...'        , '...'        ,            , 2        
DEL  , NEWLINE  , 99           , 'if'         ,            , 2        
DEL  , '...'    , NAME         , ']'          ,            , 2        
DEL  , 'not'    , NAME         , 'in'         ,            , 2        
DEL  , '，'      , UNKNOWN_CHAR , STRING       ,            , 2        
DEL  , '，'      , NUMBER       , NAME         ,            , 2        
DEL  , NAME     , '**'         , NUMBER       ,            , 2        
DEL  , NAME     , NUMBER       , '**'         ,            , 2        
DEL  , NAME     , '**'         , '.'          ,            , 2        
INS  , ']'      ,              , '，'          , '}'        , 2        
INS  , NAME     ,              , NUMBER       , '<'        , 2        
INS  , NUMBER   ,              , '}'          , ']'        , 2        
INS  , ']'      ,              , '}'          , ']'        , 2        
DEL  , ';'      , '&'          , NAME         ,            , 2        
SUB  , '.'      , 'global'     , '['          , NAME       , 2        
DEL  , STRING   , '，'          , '['          ,            , 2        
INS  , ':'      ,              , NUMBER       , '['        , 2        
DEL  , NAME     , '/'          , UNKNOWN_CHAR ,            , 2        
DEL  , '}'      , '}'          , '，'          ,            , 2        
DEL  , START    , 98           , '@'          ,            , 2        
DEL  , NAME     , '...'        , '.'          ,            , 2        
SUB  , '('      , 'in'         , ')'          , NAME       , 2        
SUB  , 'if'     , 'in'         , '=='         , NAME       , 2        
DEL  , NAME     , NAME         , '...'        ,            , 2        
DEL  , ']'      , NAME         , '='          ,            , 2        
DEL  , '，'      , '<'          , STRING       ,            , 2        
INS  , STRING   ,              , ')'          , STRING     , 2        
INS  , NAME     ,              , NAME         , '/'        , 2        
DEL  , NUMBER   , '.'          , ']'          ,            , 2        
DEL  , ']'      , ':'          , NEWLINE      ,            , 2        
SUB  , NEWLINE  , NAME         , END          , 99         , 2        
DEL  , ':'      , 98           , NAME         ,            , 2        
INS  , '，'      ,              , NUMBER       , '['        , 2        
DEL  , '，'      , NEWLINE      , '}'          ,            , 2        
DEL  , '...'    , '...'        , ']'          ,            , 2        
INS  , NUMBER   ,              , NAME         , NEWLINE    , 2        
DEL  , 98       , NAME         , NAME         ,            , 2        
INS  , START    ,              , NUMBER       , '['        , 2        
DEL  , '='      , UNKNOWN_CHAR , STRING       ,            , 2        
DEL  , ')'      , NEWLINE      , ')'          ,            , 2        
SUB  , ']'      , ']'          , NEWLINE      , '}'        , 2        
INS  , ':'      ,              , '，'          , STRING     , 2        
DEL  , ':'      , UNKNOWN_CHAR , NUMBER       ,            , 2        
INS  , '...'    ,              , NAME         , '，'        , 2        
DEL  , 'import' , '.'          , NAME         ,            , 2        
DEL  , '('      , '<'          , STRING       ,            , 2        
SUB  , STRING   , '>'          , ')'          , STRING     , 2        
DEL  , '-'      , NUMBER       , NAME         ,            , 2        
DEL  , STRING   , ':'          , '//'         ,            , 2        
INS  , NEWLINE  ,              , 'import'     , 98         , 2        
SUB  , NEWLINE  , UNKNOWN_CHAR , NAME         , STRING     , 2        
INS  , '，'      ,              , '{'          , STRING     , 2        
INS  , NAME     ,              , STRING       , ':'        , 2        
DEL  , STRING   , '.'          , ']'          ,            , 2        
DEL  , NAME     , ')'          , '/'          ,            , 2        
DEL  , STRING   , '.'          , END          ,            , 2        
DEL  , ']'      , '.'          , '}'          ,            , 2        
DEL  , NEWLINE  , 98           , 'while'      ,            , 2        
INS  , '='      ,              , END          , STRING     , 2        
DEL  , ']'      , '...'        , '...'        ,            , 2        
DEL  , ']'      , '...'        , '.'          ,            , 2        
DEL  , '，'      , '，'          , NUMBER       ,            , 2        
SUB  , NUMBER   , '.'          , '.'          , '，'        , 2        
DEL  , '，'      , '.'          , END          ,            , 2        
INS  , ')'      ,              , '('          , ')'        , 2        
SUB  , '+'      , '+'          , NEWLINE      , NUMBER     , 2        
SUB  , STRING   , '}'          , END          , ']'        , 2        
SUB  , STRING   , '='          , '{'          , ':'        , 2        
DEL  , ')'      , ']'          , '['          ,            , 2        
DEL  , NAME     , ':'          , '['          ,            , 2        
INS  , NUMBER   ,              , NAME         , '*'        , 2        
DEL  , NAME     , 'False'      , NEWLINE      ,            , 2        
DEL  , STRING   , '**'         , NEWLINE      ,            , 2        
DEL  , '，'      , '**'         , NUMBER       ,            , 2        
DEL  , NAME     , '['          , '('          ,            , 2        
INS  , STRING   ,              , NEWLINE      , ']'        , 2        
DEL  , '...'    , '.'          , '，'          ,            , 2        
INS  , START    ,              , '('          , '{'        , 2        
INS  , STRING   ,              , STRING       , ':'        , 2        
INS  , '('      ,              , NUMBER       , '('        , 2        
DEL  , START    , '>'          , 'def'        ,            , 2        
SUB  , '，'      , UNKNOWN_CHAR , ':'          , STRING     , 2        
DEL  , ':'      , NAME         , ':'          ,            , 2        
INS  , '}'      ,              , ']'          , '}'        , 2        
DEL  , START    , '>'          , END          ,            , 2        
DEL  , NAME     , '>'          , ':'          ,            , 2        
INS  , STRING   ,              , '}'          , ']'        , 2        
DEL  , '.'      , NEWLINE      , NAME         ,            , 2        
SUB  , STRING   , '，'          , END          , ']'        , 2        
SUB  , STRING   , '，'          , '['          , ':'        , 2        
DEL  , NAME     , 'from'       , NAME         ,            , 2        
DEL  , NAME     , 'else'       , NEWLINE      ,            , 2        
DEL  , START    , '>>'         , 'from'       ,            , 2        
DEL  , '，'      , NUMBER       , ':'          ,            , 2        
DEL  , NUMBER   , NAME         , NUMBER       ,            , 2        
INS  , STRING   ,              , NAME         , ':'        , 2        
INS  , ':'      ,              , NAME         , '['        , 2        
DEL  , 'for'    , '['          , NAME         ,            , 2        
DEL  , NEWLINE  , '}'          , NEWLINE      ,            , 2        
DEL  , 99       , 99           , UNKNOWN_CHAR ,            , 2        
DEL  , NEWLINE  , '>'          , NEWLINE      ,            , 2        
DEL  , ']'      , ']'          , '，'          ,            , 2        
DEL  , '='      , UNKNOWN_CHAR , '{'          ,            , 2        
SUB  , 98       , '>'          , END          , NEWLINE    , 2        
INS  , ')'      ,              , '...'        , ')'        , 2        
INS  , ')'      ,              , '...'        , NEWLINE    , 2        
DEL  , START    , NUMBER       , ')'          ,            , 2        
DEL  , NEWLINE  , NAME         , STRING       ,            , 2        
DEL  , ')'      , '~'          , '~'          ,            , 2        
DEL  , ':'      , ':'          , '{'          ,            , 2        
DEL  , ')'      , NAME         , '('          ,            , 2        
SUB  , '='      , 'def'        , '['          , NAME       , 2        
DEL  , '['      , '('          , NAME         ,            , 2        
DEL  , NEWLINE  , UNKNOWN_CHAR , 'import'     ,            , 2        
DEL  , 98       , '//'         , NAME         ,            , 2        
INS  , '}'      ,              , '，'          , ')'        , 2        
SUB  , 'import' , 'class'      , END          , NAME       , 2        
DEL  , '|'      , NEWLINE      , NUMBER       ,            , 2        
INS  , NAME     ,              , '，'          , ']'        , 2        
DEL  , ']'      , '**'         , END          ,            , 2        
DEL  , NAME     , '+'          , UNKNOWN_CHAR ,            , 2        
SUB  , '('      , UNKNOWN_CHAR , NUMBER       , STRING     , 2        
DEL  , STRING   , NUMBER       , '/'          ,            , 2        
DEL  , STRING   , '>'          , ':'          ,            , 2        
DEL  , NUMBER   , ']'          , '}'          ,            , 2        
DEL  , STRING   , NUMBER       , ')'          ,            , 2        
SUB  , STRING   , '，'          , NAME         , ':'        , 2        
DEL  , NAME     , '~'          , '/'          ,            , 2        
SUB  , '('      , 'lambda'     , '*'          , NAME       , 2        
DEL  , NAME     , '/'          , NEWLINE      ,            , 2        
DEL  , ']'      , 'for'        , NAME         ,            , 2        
DEL  , ']'      , NAME         , '('          ,            , 2        
DEL  , ']'      , 'if'         , NAME         ,            , 2        
DEL  , ']'      , NAME         , 'in'         ,            , 2        
DEL  , NAME     , 'is'         , NEWLINE      ,            , 2        
SUB  , STRING   , NAME         , ')'          , '，'        , 2        
SUB  , NAME     , STRING       , '，'          , '='        , 2        
DEL  , '='      , '，'          , NAME         ,            , 2        
DEL  , NAME     , NAME         , '|'          ,            , 2        
INS  , '}'      ,              , '.'          , ')'        , 2        
DEL  , NAME     , ')'          , '='          ,            , 2        
DEL  , STRING   , NUMBER       , '-'          ,            , 2        
SUB  , NEWLINE  , 'return'     , '='          , NAME       , 2        
SUB  , '('      , UNKNOWN_CHAR , '...'        , STRING     , 2        
SUB  , NEWLINE  , 'in'         , '='          , NAME       , 2        
SUB  , STRING   , NAME         , UNKNOWN_CHAR , '='        , 2        
SUB  , '='      , UNKNOWN_CHAR , ')'          , STRING     , 2        
SUB  , '，'      , 'class'      , ')'          , NAME       , 2        
DEL  , 'None'   , UNKNOWN_CHAR , ')'          ,            , 2        
INS  , '='      ,              , 'if'         , '('        , 2        
DEL  , 'break'  , NAME         , NAME         ,            , 2        
DEL  , ']'      , NEWLINE      , '='          ,            , 2        
DEL  , ']'      , '='          , '>'          ,            , 2        
DEL  , NAME     , 'import'     , END          ,            , 2        
SUB  , NAME     , '('          , NAME         , '，'        , 2        
DEL  , START    , NAME         , 'from'       ,            , 2        
INS  , 'None'   ,              , NEWLINE      , ':'        , 2        
DEL  , ')'      , ']'          , 'for'        ,            , 2        
DEL  , '%'      , '('          , NAME         ,            , 2        
INS  , NAME     ,              , '+'          , ')'        , 2        
DEL  , '...'    , '.'          , ')'          ,            , 2        
SUB  , STRING   , '，'          , NAME         , '%'        , 2        
INS  , '='      ,              , '/'          , STRING     , 2        
DEL  , NAME     , '/'          , NAME         ,            , 2        
SUB  , STRING   , NAME         , END          , ')'        , 2        
INS  , ')'      ,              , '，'          , ']'        , 2        
DEL  , NUMBER   , ']'          , '，'          ,            , 2        
DEL  , NAME     , '['          , ':'          ,            , 2        
DEL  , STRING   , UNKNOWN_CHAR , '.'          ,            , 2        
DEL  , STRING   , ')'          , ']'          ,            , 2        
DEL  , NAME     , '-'          , NUMBER       ,            , 2        
DEL  , STRING   , '{'          , '}'          ,            , 2        
DEL  , STRING   , '}'          , STRING       ,            , 2        
SUB  , NAME     , ')'          , NAME         , '('        , 2        
SUB  , STRING   , ';'          , '('          , '，'        , 2        
DEL  , NEWLINE  , '@'          , NAME         ,            , 2        
INS  , ':'      ,              , NEWLINE      , '...'      , 2        
INS  , NAME     ,              , NAME         , '+'        , 2        
INS  , 'not'    ,              , NAME         , 'in'       , 2        
DEL  , ')'      , NAME         , '='          ,            , 2        
DEL  , ')'      , ')'          , '+'          ,            , 2        
SUB  , '{'      , UNKNOWN_CHAR , 'in'         , STRING     , 2        
DEL  , STRING   , 'in'         , ':'          ,            , 2        
DEL  , ';'      , UNKNOWN_CHAR , END          ,            , 2        
DEL  , NAME     , 'is'         , 'not'        ,            , 2        
DEL  , '，'      , '**'         , END          ,            , 2        
SUB  , '!='     , UNKNOWN_CHAR , NAME         , STRING     , 2        
SUB  , ')'      , 'else'       , NUMBER       , 'if'       , 2        
SUB  , NAME     , NAME         , END          , '('        , 2        
DEL  , NAME     , '**'         , 'as'         ,            , 2        
INS  , NEWLINE  ,              , NAME         , 'for'      , 2        
DEL  , ':'      , '，'          , '['          ,            , 2        
DEL  , NAME     , ']'          , 'for'        ,            , 2        
INS  , 'else'   ,              , ')'          , NAME       , 2        
DEL  , NEWLINE  , NEWLINE      , 99           ,            , 2        
SUB  , NAME     , 'or'         , NAME         , 'else'     , 2        
SUB  , START    , UNKNOWN_CHAR , NAME         , 'import'   , 2        
INS  , '-'      ,              , NEWLINE      , NUMBER     , 2        
INS  , 'in'     ,              , 'if'         , '('        , 2        
SUB  , ')'      , '='          , NAME         , '=='       , 2        
SUB  , NAME     , '，'          , '('          , ':'        , 2        
DEL  , 99       , 'else'       , ':'          ,            , 2        
DEL  , 99       , ':'          , NEWLINE      ,            , 2        
INS  , '，'      ,              , '('          , NAME       , 2        
SUB  , 'True'   , ']'          , END          , ')'        , 2        
DEL  , ']'      , UNKNOWN_CHAR , '.'          ,            , 2        
DEL  , ':'      , STRING       , ':'          ,            , 2        
SUB  , ')'      , ')'          , END          , '}'        , 2        
INS  , START    ,              , NAME         , 'return'   , 2        
DEL  , NAME     , 'in'         , 'for'        ,            , 2        
DEL  , '='      , NAME         , '='          ,            , 2        
INS  , ':'      ,              , END          , STRING     , 2        
DEL  , NAME     , 'else'       , STRING       ,            , 2        
DEL  , START    , '>'          , '('          ,            , 2        
INS  , ')'      ,              , '+'          , ')'        , 2        
SUB  , NAME     , '='          , STRING       , ':'        , 2        
DEL  , '['      , '<'          , NAME         ,            , 2        
DEL  , '，'      , ')'          , END          ,            , 2        
DEL  , STRING   , NAME         , '%'          ,            , 2        
DEL  , 'and'    , UNKNOWN_CHAR , NAME         ,            , 2        
SUB  , NAME     , 'in'         , NAME         , '='        , 2        
DEL  , NUMBER   , ')'          , END          ,            , 2        
SUB  , NAME     , '+='         , NUMBER       , '+'        , 2        
DEL  , ':'      , '//'         , NAME         ,            , 2        
INS  , ':'      ,              , '.'          , NAME       , 2        
INS  , ':'      ,              , END          , 'True'     , 2        
INS  , '}'      ,              , NEWLINE      , ')'        , 2        
SUB  , NAME     , ':'          , ':'          , '.'        , 2        
DEL  , '.'      , ':'          , NAME         ,            , 2        
DEL  , '['      , NAME         , '['          ,            , 2        
SUB  , '('      , '...'        , NAME         , '['        , 2        
SUB  , NAME     , '...'        , ')'          , ']'        , 2        
DEL  , STRING   , '}'          , ')'          ,            , 2        
INS  , '['      ,              , NEWLINE      , ']'        , 2        
DEL  , NUMBER   , ')'          , '，'          ,            , 2        
DEL  , '='      , '**'         , NAME         ,            , 2        
SUB  , NAME     , '...'        , NEWLINE      , '.'        , 2        
SUB  , '，'      , 'pass'       , ')'          , NAME       , 2        
DEL  , ')'      , '->'         , NUMBER       ,            , 2        
INS  , ']'      ,              , ')'          , '，'        , 2        
SUB  , '['      , UNKNOWN_CHAR , '，'          , '...'      , 2        
SUB  , STRING   , UNKNOWN_CHAR , NEWLINE      , STRING     , 2        
INS  , NAME     ,              , '，'          , '('        , 2        
INS  , '('      ,              , '，'          , NAME       , 2        
SUB  , '+'      , UNKNOWN_CHAR , NAME         , STRING     , 2        
DEL  , '.'      , '['          , NAME         ,            , 2        
INS  , '('      ,              , '.'          , NAME       , 2        
INS  , '.'      ,              , ')'          , NAME       , 2        
DEL  , NAME     , NUMBER       , '/'          ,            , 2        
INS  , NEWLINE  ,              , NAME         , '('        , 2        
DEL  , '='      , '('          , '['          ,            , 2        
DEL  , '='      , '('          , STRING       ,            , 2        
SUB  , 'if'     , UNKNOWN_CHAR , NAME         , STRING     , 2        
INS  , ')'      ,              , ':'          , ')'        , 2        
INS  , '，'      ,              , NEWLINE      , '}'        , 2        
SUB  , '('      , 'from'       , '，'          , NAME       , 2        
DEL  , STRING   , ':'          , END          ,            , 2        
INS  , STRING   ,              , '+'          , STRING     , 2        
DEL  , NAME     , '<'          , '/'          ,            , 2        
INS  , '&'      ,              , NAME         , '('        , 2        
INS  , ')'      ,              , '<'          , ')'        , 2        
DEL  , ')'      , '->'         , '('          ,            , 2        
DEL  , NEWLINE  , '//'         , NUMBER       ,            , 2        
DEL  , NAME     , ')'          , 'for'        ,            , 2        
DEL  , 'from'   , 'class'      , '-'          ,            , 2        
DEL  , 'from'   , '-'          , NAME         ,            , 2        
DEL  , ']'      , '//'         , NAME         ,            , 2        
DEL  , ']'      , NAME         , STRING       ,            , 2        
INS  , ')'      ,              , ')'          , '('        , 2        
INS  , NAME     ,              , '.'          , 'in'       , 2        
INS  , 'in'     ,              , '.'          , NAME       , 2        
INS  , ')'      ,              , 'import'     , NEWLINE    , 2        
SUB  , ')'      , '->'         , NAME         , '.'        , 2        
DEL  , NAME     , ']'          , '}'          ,            , 2        
DEL  , ']'      , '='          , '-='         ,            , 2        
SUB  , '='      , 'for'        , '('          , NAME       , 2        
DEL  , NEWLINE  , 98           , 'return'     ,            , 1        
INS  , STRING   ,              , '<'          , STRING     , 1        
DEL  , START    , '{'          , 'import'     ,            , 1        
SUB  , STRING   , '.'          , NAME         , ':'        , 1        
SUB  , STRING   , NUMBER       , STRING       , '，'        , 1        
SUB  , 98       , '>'          , UNKNOWN_CHAR , NEWLINE    , 1        
SUB  , NEWLINE  , UNKNOWN_CHAR , END          , 99         , 1        
DEL  , NUMBER   , NUMBER       , STRING       ,            , 1        
DEL  , NUMBER   , STRING       , NUMBER       ,            , 1        
DEL  , NUMBER   , NUMBER       , '+'          ,            , 1        
DEL  , ')'      , ')'          , '='          ,            , 1        
