Type , Left     , Old Mid      , Right        , New Mid    , Frequency
DEL  , NAME     , STRING       , '+'          ,            , 1        
DEL  , NUMBER   , NEWLINE      , 99           ,            , 1        
DEL  , NUMBER   , 99           , END          ,            , 1        
SUB  , ')'      , ')'          , '('          , ']'        , 1        
DEL  , NUMBER   , NAME         , '('          ,            , 1        
INS  , '+'      ,              , '['          , NAME       , 1        
INS  , START    ,              , NAME         , 'not'      , 1        
DEL  , ')'      , UNKNOWN_CHAR , '}'          ,            , 1        
INS  , '='      ,              , ')'          , NAME       , 1        
INS  , NUMBER   ,              , ']'          , ':'        , 1        
DEL  , NAME     , STRING       , 'in'         ,            , 1        
DEL  , STRING   , ':'          , '-'          ,            , 1        
DEL  , START    , '**'         , '('          ,            , 1        
DEL  , NAME     , NAME         , '%'          ,            , 1        
SUB  , '，'      , NAME         , ':'          , 'lambda'   , 1        
DEL  , NAME     , 'in'         , NAME         ,            , 1        
SUB  , NAME     , '->'         , NAME         , '['        , 1        
INS  , NAME     ,              , '='          , ']'        , 1        
SUB  , NAME     , UNKNOWN_CHAR , NAME         , '('        , 1        
SUB  , 'as'     , NEWLINE      , END          , NAME       , 1        
SUB  , '.'      , '*'          , END          , NAME       , 1        
SUB  , STRING   , NAME         , '@'          , ')'        , 1        
SUB  , NAME     , '*'          , STRING       , '('        , 1        
INS  , NUMBER   ,              , ')'          , '('        , 1        
DEL  , 'import' , '**'         , NAME         ,            , 1        
INS  , ')'      ,              , '!='         , ')'        , 1        
SUB  , NAME     , NAME         , '['          , '('        , 1        
SUB  , ']'      , '，'          , NAME         , '.'        , 1        
DEL  , '...'    , NAME         , 'with'       ,            , 1        
DEL  , '...'    , 'with'       , NAME         ,            , 1        
DEL  , '...'    , NAME         , 'and'        ,            , 1        
DEL  , NAME     , NEWLINE      , '='          ,            , 1        
DEL  , NAME     , '='          , '>'          ,            , 1        
SUB  , 'None'   , ')'          , NEWLINE      , ':'        , 1        
SUB  , NEWLINE  , 'in'         , '['          , NAME       , 1        
SUB  , '='      , '%'          , NAME         , STRING     , 1        
DEL  , STRING   , '.'          , '%'          ,            , 1        
INS  , 'False'  ,              , ']'          , ')'        , 1        
DEL  , NEWLINE  , 'import'     , NAME         ,            , 1        
INS  , ']'      ,              , '='          , ']'        , 1        
DEL  , '*'      , ')'          , '('          ,            , 1        
INS  , ')'      ,              , NAME         , '+'        , 1        
SUB  , START    , 'for'        , NAME         , 'from'     , 1        
SUB  , NAME     , '，'          , STRING       , '('        , 1        
DEL  , 'None'   , ')'          , '}'          ,            , 1        
DEL  , START    , '>'          , 'with'       ,            , 1        
DEL  , ':'      , 'return'     , '('          ,            , 1        
SUB  , NAME     , '，'          , STRING       , '='        , 1        
INS  , 'if'     ,              , 'is'         , NAME       , 1        
INS  , ')'      ,              , ')'          , 'else'     , 1        
SUB  , '，'      , '['          , '...'        , STRING     , 1        
SUB  , STRING   , '...'        , ']'          , ':'        , 1        
SUB  , ':'      , ']'          , '}'          , STRING     , 1        
INS  , 98       ,              , NAME         , 'try'      , 1        
INS  , 'try'    ,              , NAME         , ':'        , 1        
DEL  , '}'      , NEWLINE      , ')'          ,            , 1        
DEL  , '，'      , '，'          , END          ,            , 1        
DEL  , NAME     , '['          , STRING       ,            , 1        
DEL  , '['      , NUMBER       , '->'         ,            , 1        
DEL  , '['      , '->'         , STRING       ,            , 1        
INS  , STRING   ,              , ']'          , STRING     , 1        
DEL  , NUMBER   , ')'          , 'or'         ,            , 1        
SUB  , NAME     , NUMBER       , NAME         , '%'        , 1        
DEL  , '...'    , STRING       , ']'          ,            , 1        
INS  , NEWLINE  ,              , NAME         , 'nonlocal' , 1        
SUB  , '.'      , 'and'        , '，'          , NAME       , 1        
SUB  , '.'      , 'or'         , '，'          , NAME       , 1        
SUB  , '('      , 'lambda'     , '('          , NAME       , 1        
SUB  , ')'      , ':'          , NAME         , '/'        , 1        
DEL  , '，'      , '('          , NAME         ,            , 1        
INS  , NAME     ,              , STRING       , '%'        , 1        
SUB  , STRING   , ')'          , NEWLINE      , '}'        , 1        
DEL  , NEWLINE  , 'if'         , NAME         ,            , 1        
DEL  , ']'      , NAME         , '，'          ,            , 1        
DEL  , '('      , '@'          , 'class'      ,            , 1        
DEL  , '('      , 'class'      , ')'          ,            , 1        
DEL  , '...'    , NAME         , END          ,            , 1        
INS  , 'None'   ,              , NAME         , 'and'      , 1        
SUB  , ']'      , '}'          , '=='         , ')'        , 1        
DEL  , NAME     , '-'          , END          ,            , 1        
SUB  , NAME     , '.'          , NUMBER       , '>'        , 1        
DEL  , ')'      , '//'         , NUMBER       ,            , 1        
DEL  , ')'      , NUMBER       , NAME         ,            , 1        
DEL  , '{'      , '('          , NAME         ,            , 1        
INS  , 'return' ,              , NAME         , '('        , 1        
DEL  , ':'      , '<'          , NAME         ,            , 1        
DEL  , ':'      , NAME         , '>'          ,            , 1        
DEL  , ':'      , '>'          , NEWLINE      ,            , 1        
DEL  , ':'      , ':'          , NEWLINE      ,            , 1        
DEL  , STRING   , UNKNOWN_CHAR , '/'          ,            , 1        
DEL  , ']'      , '，'          , '%'          ,            , 1        
SUB  , START    , 'while'      , NAME         , 'with'     , 1        
SUB  , '['      , '.'          , '.'          , '...'      , 1        
INS  , 'if'     ,              , '!='         , NAME       , 1        
DEL  , 'not'    , 'is'         , NAME         ,            , 1        
DEL  , STRING   , ']'          , END          ,            , 1        
INS  , NUMBER   ,              , ':'          , ')'        , 1        
DEL  , ')'      , '...'        , 'if'         ,            , 1        
DEL  , '}'      , NUMBER       , ')'          ,            , 1        
SUB  , 'else'   , 'None'       , NEWLINE      , NAME       , 1        
DEL  , '='      , '='          , 'lambda'     ,            , 1        
SUB  , '+='     , UNKNOWN_CHAR , NAME         , STRING     , 1        
SUB  , NAME     , '<'          , STRING       , '('        , 1        
SUB  , '.'      , '.'          , '.'          , NAME       , 1        
INS  , ']'      ,              , '['          , ']'        , 1        
SUB  , '='      , NAME         , 'from'       , 'yield'    , 1        
SUB  , ')'      , 'if'         , NUMBER       , 'for'      , 1        
INS  , 'for'    ,              , NUMBER       , NAME       , 1        
INS  , NAME     ,              , NUMBER       , 'in'       , 1        
DEL  , '=='     , UNKNOWN_CHAR , NAME         ,            , 1        
SUB  , ')'      , 'as'         , NAME         , '='        , 1        
SUB  , '，'      , UNKNOWN_CHAR , '.'          , STRING     , 1        
SUB  , NUMBER   , NAME         , '('          , ']'        , 1        
INS  , ')'      ,              , '['          , NEWLINE    , 1        
SUB  , 98       , 'global'     , NEWLINE      , NAME       , 1        
SUB  , NAME     , 'else'       , STRING       , 'in'       , 1        
DEL  , '...'    , ':'          , '('          ,            , 1        
SUB  , '('      , 'in'         , '，'          , NAME       , 1        
INS  , 99       ,              , 'except'     , 99         , 1        
DEL  , 'in'     , '**'         , NAME         ,            , 1        
DEL  , ')'      , '**'         , '['          ,            , 1        
DEL  , NAME     , NAME         , 'if'         ,            , 1        
SUB  , '，'      , UNKNOWN_CHAR , '-'          , STRING     , 1        
DEL  , ')'      , '='          , END          ,            , 1        
INS  , NAME     ,              , '|'          , ')'        , 1        
INS  , 'None'   ,              , END          , ']'        , 1        
DEL  , ':'      , NAME         , NAME         ,            , 1        
DEL  , ':'      , ':'          , STRING       ,            , 1        
DEL  , START    , '>'          , 'for'        ,            , 1        
DEL  , 99       , NEWLINE      , 99           ,            , 1        
INS  , 'return' ,              , NUMBER       , '('        , 1        
INS  , ')'      ,              , '{'          , NEWLINE    , 1        
SUB  , 'return' , STRING       , NEWLINE      , NAME       , 1        
INS  , NUMBER   ,              , NUMBER       , NEWLINE    , 1        
SUB  , NAME     , '('          , NAME         , ')'        , 1        
SUB  , '('      , UNKNOWN_CHAR , END          , STRING     , 1        
DEL  , 'for'    , '('          , NAME         ,            , 1        
SUB  , 'return' , 'return'     , '('          , NAME       , 1        
INS  , 'and'    ,              , NAME         , '('        , 1        
SUB  , ')'      , ':'          , NEWLINE      , ')'        , 1        
DEL  , STRING   , '，'          , ']'          ,            , 1        
INS  , '{'      ,              , NAME         , '('        , 1        
SUB  , '，'      , 'pass'       , '='          , NAME       , 1        
SUB  , STRING   , NEWLINE      , NAME         , '.'        , 1        
SUB  , '%'      , UNKNOWN_CHAR , NAME         , STRING     , 1        
INS  , 'True'   ,              , STRING       , '，'        , 1        
DEL  , '^'      , '^'          , '('          ,            , 1        
INS  , NUMBER   ,              , END          , NEWLINE    , 1        
SUB  , ':'      , 'pass'       , '}'          , NAME       , 1        
INS  , START    ,              , '{'          , '('        , 1        
INS  , ')'      ,              , 'for'        , '}'        , 1        
INS  , ']'      ,              , '.'          , '['        , 1        
INS  , '['      ,              , '.'          , '['        , 1        
INS  , '['      ,              , '.'          , ']'        , 1        
INS  , NAME     ,              , STRING       , 'or'       , 1        
INS  , NUMBER   ,              , END          , ':'        , 1        
INS  , '-'      ,              , '，'          , NAME       , 1        
INS  , NUMBER   ,              , 'return'     , ':'        , 1        
DEL  , NEWLINE  , '.'          , '.'          ,            , 1        
DEL  , NEWLINE  , '.'          , NAME         ,            , 1        
INS  , 'as'     ,              , ':'          , NAME       , 1        
SUB  , '['      , UNKNOWN_CHAR , NAME         , '~'        , 1        
SUB  , ')'      , ']'          , NEWLINE      , '}'        , 1        
SUB  , '('      , 'in'         , '.'          , NAME       , 1        
SUB  , START    , 'if'         , 'None'       , NAME       , 1        
DEL  , NAME     , 'None'       , 'in'         ,            , 1        
SUB  , ')'      , 'from'       , NAME         , 'for'      , 1        
INS  , ')'      ,              , NAME         , 'as'       , 1        
INS  , NAME     ,              , '.'          , ':'        , 1        
DEL  , NEWLINE  , 98           , '['          ,            , 1        
DEL  , ']'      , NEWLINE      , 99           ,            , 1        
DEL  , ']'      , 99           , END          ,            , 1        
DEL  , '}'      , '，'          , '}'          ,            , 1        
INS  , ']'      ,              , END          , '，'        , 1        
SUB  , '='      , UNKNOWN_CHAR , '['          , NAME       , 1        
SUB  , ')'      , NAME         , NUMBER       , '<'        , 1        
SUB  , 98       , '//'         , NAME         , STRING     , 1        
SUB  , ']'      , '('          , END          , ')'        , 1        
SUB  , '，'      , 'as'         , '.'          , NAME       , 1        
DEL  , NAME     , '.'          , 'is'         ,            , 1        
DEL  , NAME     , 'is'         , '='          ,            , 1        
INS  , '>'      ,              , NEWLINE      , NAME       , 1        
INS  , '，'      ,              , NAME         , 'lambda'   , 1        
SUB  , ']'      , NEWLINE      , NAME         , '，'        , 1        
DEL  , NUMBER   , 'for'        , NAME         ,            , 1        
DEL  , NUMBER   , NAME         , 'in'         ,            , 1        
INS  , '='      ,              , NEWLINE      , '['        , 1        
DEL  , '('      , ')'          , 'for'        ,            , 1        
DEL  , '('      , 'for'        , NAME         ,            , 1        
SUB  , STRING   , UNKNOWN_CHAR , STRING       , ':'        , 1        
DEL  , 'import' , '<'          , NAME         ,            , 1        
DEL  , ')'      , '-'          , '-'          ,            , 1        
DEL  , ')'      , '-'          , END          ,            , 1        
DEL  , '，'      , ':'          , NAME         ,            , 1        
SUB  , 'is'     , UNKNOWN_CHAR , '+'          , NAME       , 1        
SUB  , '，'      , 'pass'       , '，'          , NAME       , 1        
DEL  , NAME     , 'in'         , 'not'        ,            , 1        
SUB  , '，'      , '.'          , '.'          , NAME       , 1        
SUB  , NAME     , '.'          , '}'          , ':'        , 1        
SUB  , ')'      , UNKNOWN_CHAR , NEWLINE      , ':'        , 1        
DEL  , START    , UNKNOWN_CHAR , '('          ,            , 1        
SUB  , NAME     , UNKNOWN_CHAR , NEWLINE      , '('        , 1        
SUB  , NAME     , NAME         , '('          , '='        , 1        
SUB  , 'if'     , 'pass'       , '=='         , NAME       , 1        
DEL  , STRING   , '.'          , STRING       ,            , 1        
INS  , 99       ,              , 99           , NEWLINE    , 1        
DEL  , '{'      , ':'          , STRING       ,            , 1        
DEL  , NAME     , ')'          , '}'          ,            , 1        
DEL  , NAME     , NAME         , '>='         ,            , 1        
DEL  , STRING   , '>'          , NEWLINE      ,            , 1        
SUB  , START    , '>>'         , '>'          , 'assert'   , 1        
DEL  , 'assert' , '>'          , NAME         ,            , 1        
INS  , ')'      ,              , 'for'        , 'else'     , 1        
SUB  , ']'      , '='          , NUMBER       , '=='       , 1        
SUB  , NEWLINE  , 'lambda'     , '='          , NAME       , 1        
DEL  , '/'      , UNKNOWN_CHAR , '+'          ,            , 1        
DEL  , 'lambda' , '['          , NAME         ,            , 1        
DEL  , NAME     , ']'          , ':'          ,            , 1        
INS  , ')'      ,              , NUMBER       , ')'        , 1        
INS  , ')'      ,              , NUMBER       , NEWLINE    , 1        
SUB  , ')'      , NEWLINE      , END          , ')'        , 1        
SUB  , NAME     , 'not'        , NUMBER       , '!='       , 1        
DEL  , 99       , NAME         , NAME         ,            , 1        
DEL  , 99       , NAME         , END          ,            , 1        
SUB  , STRING   , ';'          , END          , ')'        , 1        
SUB  , '('      , 'global'     , '('          , NAME       , 1        
SUB  , ']'      , ']'          , END          , ')'        , 1        
SUB  , NAME     , ')'          , NEWLINE      , ']'        , 1        
DEL  , '+='     , '('          , NAME         ,            , 1        
DEL  , '=='     , '='          , NUMBER       ,            , 1        
DEL  , 99       , NEWLINE      , '...'        ,            , 1        
INS  , NEWLINE  ,              , NAME         , 'with'     , 1        
SUB  , NAME     , '{'          , NAME         , NEWLINE    , 1        
SUB  , NAME     , '='          , NAME         , ':'        , 1        
INS  , '，'      ,              , ']'          , '}'        , 1        
INS  , START    ,              , '('          , '['        , 1        
SUB  , '='      , '['          , STRING       , '('        , 1        
SUB  , '...'    , '.'          , ']'          , ')'        , 1        
DEL  , NAME     , '('          , '['          ,            , 1        
SUB  , NUMBER   , NUMBER       , ']'          , ':'        , 1        
SUB  , '('      , '...'        , ')'          , '*'        , 1        
INS  , '['      ,              , ']'          , NUMBER     , 1        
SUB  , STRING   , '}'          , END          , '，'        , 1        
SUB  , 98       , 'and'        , '='          , NAME       , 1        
DEL  , ')'      , ')'          , '}'          ,            , 1        
SUB  , '{'      , UNKNOWN_CHAR , 'or'         , STRING     , 1        
DEL  , STRING   , 'or'         , ':'          ,            , 1        
INS  , 98       ,              , NAME         , '('        , 1        
DEL  , START    , '**'         , '*'          ,            , 1        
DEL  , NUMBER   , '*'          , END          ,            , 1        
INS  , START    ,              , STRING       , '('        , 1        
SUB  , NAME     , '='          , NUMBER       , ':'        , 1        
SUB  , 'return' , '['          , END          , NUMBER     , 1        
INS  , NAME     ,              , NEWLINE      , '，'        , 1        
INS  , '，'      ,              , NEWLINE      , NAME       , 1        
SUB  , NEWLINE  , 'global'     , '='          , NAME       , 1        
INS  , ':'      ,              , 'for'        , NAME       , 1        
DEL  , '='      , '='          , '['          ,            , 1        
SUB  , NAME     , '，'          , NAME         , '.'        , 1        
SUB  , NAME     , UNKNOWN_CHAR , ']'          , '.'        , 1        
INS  , '.'      ,              , ']'          , NAME       , 1        
INS  , 'for'    ,              , '('          , NAME       , 1        
SUB  , '('      , '*'          , '，'          , STRING     , 1        
INS  , ':'      ,              , END          , 'break'    , 1        
INS  , '*'      ,              , ')'          , NAME       , 1        
SUB  , NEWLINE  , 'if'         , STRING       , 98         , 1        
INS  , 98       ,              , STRING       , 'while'    , 1        
DEL  , ':'      , '('          , NAME         ,            , 1        
DEL  , 98       , NUMBER       , NAME         ,            , 1        
SUB  , STRING   , UNKNOWN_CHAR , NAME         , '.'        , 1        
DEL  , NEWLINE  , '=='         , '>'          ,            , 1        
SUB  , 98       , 'is'         , 'not'        , 'if'       , 1        
INS  , NAME     ,              , STRING       , '>>'       , 1        
SUB  , NAME     , ']'          , 'for'        , ')'        , 1        
DEL  , STRING   , UNKNOWN_CHAR , '+'          ,            , 1        
SUB  , NAME     , ')'          , END          , ']'        , 1        
SUB  , '='      , '.'          , '.'          , '...'      , 1        
INS  , START    ,              , 'for'        , '['        , 1        
SUB  , STRING   , ':'          , END          , ']'        , 1        
SUB  , NAME     , '('          , NAME         , '='        , 1        
SUB  , '='      , STRING       , '*'          , '('        , 1        
INS  , '('      ,              , '*'          , ')'        , 1        
DEL  , NAME     , ']'          , '.'          ,            , 1        
INS  , NUMBER   ,              , 'return'     , ')'        , 1        
INS  , ':'      ,              , END          , 'yield'    , 1        
INS  , NAME     ,              , '.'          , '('        , 1        
SUB  , NAME     , '*='         , NAME         , '*'        , 1        
DEL  , ')'      , NAME         , '.'          ,            , 1        
DEL  , NUMBER   , NUMBER       , '%'          ,            , 1        
SUB  , NAME     , UNKNOWN_CHAR , NAME         , 'if'       , 1        
SUB  , NAME     , ':'          , NAME         , 'else'     , 1        
SUB  , STRING   , '，'          , NAME         , ']'        , 1        
INS  , ']'      ,              , NAME         , '+'        , 1        
INS  , ')'      ,              , NAME         , 'and'      , 1        
SUB  , NUMBER   , 'or'         , NAME         , 'else'     , 1        
SUB  , STRING   , '/'          , '>'          , ')'        , 1        
DEL  , ')'      , '>'          , END          ,            , 1        
SUB  , '='      , NUMBER       , NAME         , '-'        , 1        
DEL  , '<='     , '='          , NUMBER       ,            , 1        
SUB  , NAME     , '->'         , NAME         , '，'        , 1        
SUB  , '，'      , '*'          , NAME         , '['        , 1        
SUB  , NAME     , '*'          , ')'          , ']'        , 1        
DEL  , 98       , '@'          , NAME         ,            , 1        
DEL  , ':'      , STRING       , NEWLINE      ,            , 1        
INS  , 98       ,              , NAME         , STRING     , 1        
SUB  , 'else'   , NEWLINE      , 98           , ':'        , 1        
SUB  , STRING   , ']'          , '，'          , STRING     , 1        
INS  , NAME     ,              , 'lambda'     , '('        , 1        
SUB  , NAME     , '+'          , NAME         , '，'        , 1        
SUB  , 99       , '>>'         , '>'          , NUMBER     , 1        
SUB  , STRING   , ';'          , NEWLINE      , ':'        , 1        
DEL  , '}'      , UNKNOWN_CHAR , NEWLINE      ,            , 1        
INS  , START    ,              , 'if'         , NAME       , 1        
DEL  , NAME     , NAME         , 'else'       ,            , 1        
INS  , 'import' ,              , END          , '*'        , 1        
DEL  , 'is'     , UNKNOWN_CHAR , '+'          ,            , 1        
DEL  , ')'      , NAME         , 'for'        ,            , 1        
INS  , '&'      ,              , '<='         , NAME       , 1        
SUB  , ')'      , NEWLINE      , STRING       , ')'        , 1        
DEL  , 'if'     , NAME         , 'not'        ,            , 1        
SUB  , '{'      , '%'          , NAME         , '{'        , 1        
DEL  , ')'      , '%'          , '}'          ,            , 1        
INS  , NAME     ,              , 'is'         , ')'        , 1        
DEL  , NAME     , ')'          , '.'          ,            , 1        
INS  , 'if'     ,              , '<'          , NAME       , 1        
DEL  , START    , NAME         , NEWLINE      ,            , 1        
SUB  , ')'      , '}'          , END          , ')'        , 1        
DEL  , '='      , NAME         , '('          ,            , 1        
DEL  , NAME     , NAME         , '!='         ,            , 1        
SUB  , '['      , '.'          , '.'          , NUMBER     , 1        
DEL  , START    , 'try'        , ':'          ,            , 1        
INS  , NAME     ,              , '.'          , NEWLINE    , 1        
INS  , NAME     ,              , NAME         , '!='       , 1        
DEL  , ')'      , ']'          , NEWLINE      ,            , 1        
DEL  , NEWLINE  , 'try'        , NAME         ,            , 1        
SUB  , ':'      , 'pass'       , ')'          , 'None'     , 1        
SUB  , NAME     , '='          , NAME         , 'is'       , 1        
SUB  , '('      , '...'        , '，'          , NAME       , 1        
DEL  , NAME     , '<'          , NEWLINE      ,            , 1        
SUB  , '('      , UNKNOWN_CHAR , 'if'         , STRING     , 1        
SUB  , NAME     , 'for'        , NAME         , 'in'       , 1        
DEL  , '*'      , '.'          , NAME         ,            , 1        
DEL  , '*'      , NAME         , STRING       ,            , 1        
SUB  , NAME     , NAME         , '('          , '-'        , 1        
SUB  , NAME     , NAME         , NEWLINE      , '['        , 1        
INS  , '['      ,              , NEWLINE      , STRING     , 1        
INS  , '['      ,              , '!='         , NAME       , 1        
DEL  , '/'      , 'from'       , '-'          ,            , 1        
INS  , START    ,              , '('          , NAME       , 1        
INS  , '['      ,              , 'for'        , '('        , 1        
INS  , '('      ,              , 'for'        , ')'        , 1        
SUB  , NAME     , '{'          , ':'          , '['        , 1        
SUB  , NAME     , UNKNOWN_CHAR , END          , '，'        , 1        
INS  , '，'      ,              , END          , NAME       , 1        
INS  , ')'      ,              , '}'          , ')'        , 1        
SUB  , NEWLINE  , '...'        , 'return'     , 98         , 1        
SUB  , NAME     , NAME         , '+'          , '='        , 1        
DEL  , '~'      , '/'          , '.'          ,            , 1        
DEL  , '~'      , '.'          , NAME         ,            , 1        
DEL  , '&'      , '&'          , '('          ,            , 1        
DEL  , ')'      , '>>'         , STRING       ,            , 1        
SUB  , NAME     , NUMBER       , '='          , '!='       , 1        
DEL  , '!='     , '='          , NAME         ,            , 1        
DEL  , '%'      , '%'          , NUMBER       ,            , 1        
INS  , '.'      ,              , '，'          , NAME       , 1        
DEL  , '{'      , UNKNOWN_CHAR , NAME         ,            , 1        
SUB  , NAME     , '='          , UNKNOWN_CHAR , '!='       , 1        
DEL  , '!='     , UNKNOWN_CHAR , NAME         ,            , 1        
DEL  , NUMBER   , 'as'         , NAME         ,            , 1        
DEL  , NAME     , '>'          , 'import'     ,            , 1        
INS  , ')'      ,              , END          , 'else'     , 1        
INS  , 'else'   ,              , END          , NAME       , 1        
SUB  , STRING   , ']'          , NEWLINE      , ')'        , 1        
INS  , ':'      ,              , END          , 'None'     , 1        
INS  , STRING   ,              , NAME         , 'in'       , 1        
DEL  , START    , NAME         , NUMBER       ,            , 1        
SUB  , NAME     , NAME         , END          , '+'        , 1        
INS  , '+'      ,              , END          , STRING     , 1        
DEL  , NEWLINE  , ')'          , END          ,            , 1        
DEL  , 99       , 99           , 'except'     ,            , 1        
DEL  , NAME     , '['          , NUMBER       ,            , 1        
DEL  , 'import' , '/'          , NAME         ,            , 1        
DEL  , ']'      , ']'          , 'for'        ,            , 1        
INS  , NAME     ,              , 'in'         , '('        , 1        
INS  , '('      ,              , 'in'         , ')'        , 1        
SUB  , STRING   , ')'          , END          , '}'        , 1        
DEL  , 'in'     , '<<'         , NAME         ,            , 1        
DEL  , NAME     , '>>'         , ':'          ,            , 1        
SUB  , START    , 'elif'       , NAME         , 'for'      , 1        
INS  , STRING   ,              , '['          , ']'        , 1        
SUB  , '{'      , '['          , NAME         , '{'        , 1        
SUB  , 'else'   , UNKNOWN_CHAR , NAME         , STRING     , 1        
DEL  , '|'      , '|'          , NUMBER       ,            , 1        
DEL  , ';'      , NAME         , NAME         ,            , 1        
DEL  , ';'      , NAME         , END          ,            , 1        
SUB  , ';'      , '//'         , NAME         , NEWLINE    , 1        
SUB  , 'lambda' , 'from'       , '，'          , NAME       , 1        
SUB  , STRING   , NAME         , '>'          , ')'        , 1        
DEL  , NAME     , NUMBER       , '-'          ,            , 1        
SUB  , NAME     , '.'          , NAME         , '['        , 1        
SUB  , NAME     , '('          , STRING       , ']'        , 1        
INS  , ']'      ,              , STRING       , '='        , 1        
SUB  , '-'      , 'as'         , '.'          , NAME       , 1        
INS  , ':'      ,              , 'if'         , NEWLINE    , 1        
DEL  , ')'      , 'return'     , NAME         ,            , 1        
DEL  , NAME     , ']'          , '*'          ,            , 1        
INS  , NAME     ,              , 'not'        , 'is'       , 1        
DEL  , STRING   , '...'        , UNKNOWN_CHAR ,            , 1        
SUB  , STRING   , NAME         , '+'          , STRING     , 1        
DEL  , STRING   , '+'          , UNKNOWN_CHAR ,            , 1        
DEL  , ')'      , UNKNOWN_CHAR , ']'          ,            , 1        
SUB  , 'if'     , 'def'        , '.'          , NAME       , 1        
DEL  , STRING   , NAME         , '=='         ,            , 1        
SUB  , NAME     , ']'          , END          , ')'        , 1        
INS  , NAME     ,              , NAME         , '['        , 1        
SUB  , NAME     , '，'          , NAME         , ']'        , 1        
DEL  , ')'      , '//'         , '='          ,            , 1        
INS  , NUMBER   ,              , NAME         , ')'        , 1        
INS  , NAME     ,              , NAME         , '>'        , 1        
INS  , 'or'     ,              , STRING       , '('        , 1        
SUB  , STRING   , ':'          , END          , ')'        , 1        
SUB  , ']'      , ')'          , NEWLINE      , ']'        , 1        
SUB  , NAME     , NAME         , NAME         , ']'        , 1        
DEL  , '+'      , NAME         , STRING       ,            , 1        
INS  , NAME     ,              , ')'          , 'else'     , 1        
INS  , START    ,              , '.'          , '('        , 1        
INS  , NAME     ,              , 'class'      , NEWLINE    , 1        
INS  , '('      ,              , NAME         , ')'        , 1        
INS  , ')'      ,              , NAME         , ':'        , 1        
SUB  , ':'      , ')'          , END          , ']'        , 1        
SUB  , NAME     , '='          , 'True'       , '=='       , 1        
SUB  , START    , 'and'        , '('          , NAME       , 1        
INS  , ':'      ,              , NEWLINE      , '['        , 1        
INS  , 'for'    ,              , '，'          , NAME       , 1        
DEL  , START    , ';'          , NAME         ,            , 1        
DEL  , ')'      , '+'          , '.'          ,            , 1        
DEL  , ')'      , '.'          , UNKNOWN_CHAR ,            , 1        
DEL  , ')'      , UNKNOWN_CHAR , '，'          ,            , 1        
DEL  , STRING   , ']'          , ')'          ,            , 1        
SUB  , '.'      , 'in'         , '('          , NAME       , 1        
SUB  , '='      , 'continue'   , '('          , NAME       , 1        
DEL  , '，'      , 'pass'       , ')'          ,            , 1        
DEL  , START    , '...'        , NAME         ,            , 1        
SUB  , NAME     , ']'          , '，'          , '}'        , 1        
SUB  , '，'      , ')'          , END          , ']'        , 1        
DEL  , NUMBER   , '**'         , '，'          ,            , 1        
SUB  , ':'      , '['          , NAME         , '{'        , 1        
SUB  , ']'      , ']'          , 'for'        , '}'        , 1        
DEL  , '('      , '{'          , NAME         ,            , 1        
DEL  , ']'      , STRING       , ')'          ,            , 1        
DEL  , ')'      , NAME         , '['          ,            , 1        
DEL  , STRING   , ']'          , '}'          ,            , 1        
DEL  , '='      , '/'          , NEWLINE      ,            , 1        
INS  , ']'      ,              , NAME         , 'in'       , 1        
SUB  , ']'      , '['          , ']'          , '.'        , 1        
SUB  , '.'      , ']'          , '='          , NAME       , 1        
INS  , '('      ,              , 'for'        , 'True'     , 1        
SUB  , 'in'     , 'as'         , 'if'         , NAME       , 1        
SUB  , 'as'     , 'as'         , END          , NAME       , 1        
DEL  , '=='     , 'not'        , NAME         ,            , 1        
SUB  , ')'      , ';'          , NEWLINE      , ':'        , 1        
DEL  , NAME     , '+='         , NUMBER       ,            , 1        
DEL  , NAME     , NUMBER       , 'for'        ,            , 1        
INS  , ']'      ,              , '}'          , ')'        , 1        
DEL  , NAME     , '='          , '/'          ,            , 1        
SUB  , ')'      , '，'          , NAME         , ':'        , 1        
SUB  , NAME     , STRING       , NAME         , ':'        , 1        
SUB  , NAME     , UNKNOWN_CHAR , '%'          , '('        , 1        
INS  , '('      ,              , '%'          , STRING     , 1        
SUB  , 'import' , STRING       , END          , NAME       , 1        
SUB  , NAME     , '='          , '>'          , '>='       , 1        
DEL  , '>='     , '>'          , NUMBER       ,            , 1        
DEL  , STRING   , 'is'         , 'not'        ,            , 1        
SUB  , STRING   , '='          , '>'          , ':'        , 1        
DEL  , ':'      , '>'          , '{'          ,            , 1        
SUB  , NAME     , 'as'         , NAME         , 'import'   , 1        
DEL  , NAME     , '('          , '}'          ,            , 1        
INS  , '>'      ,              , '.'          , NAME       , 1        
SUB  , 'else'   , UNKNOWN_CHAR , NUMBER       , STRING     , 1        
DEL  , STRING   , NUMBER       , '+'          ,            , 1        
INS  , '}'      ,              , '['          , ')'        , 1        
DEL  , 'if'     , '>'          , NAME         ,            , 1        
DEL  , ':'      , NEWLINE      , 'import'     ,            , 1        
SUB  , NEWLINE  , '='          , '>'          , 98         , 1        
DEL  , START    , 'with'       , NAME         ,            , 1        
SUB  , NAME     , '('          , NAME         , NEWLINE    , 1        
SUB  , ')'      , '...'        , END          , '.'        , 1        
DEL  , 'None'   , UNKNOWN_CHAR , '}'          ,            , 1        
INS  , '('      ,              , NUMBER       , '['        , 1        
