levdist,euclidist,var
0,1.0903902783105284,1.5387498623639175
11,0.5133674144744873,0.0
12,1.7765601476033528,0.24100961537771276
14,2.082238554954529,0.9266845874162452
16,2.461469054222107,0.026327729097393632
17,1.8165500164031982,0.0
18,0.9386779155050006,0.026419270263639126
19,1.3007541596889496,0.07841298322978522
20,0.9837932080030442,0.04350687698751595
21,0.7850483432412148,0.11126318287528762
22,1.4426130453745525,0.019477205273487168
23,0.5191426873207092,0.0
24,0.9556750953197479,0.17137727794536892
25,0.6142681134598595,0.030330853156127095
26,1.1458555559317272,0.7286024155022562
27,1.1347110172112782,0.050139093252663705
28,1.5543071329593658,0.5319678103271361
29,0.6782798111438751,0.11081618266028685
30,1.4671907126903534,0.12374987243208883
31,1.2437828928232193,0.46300176080511307
32,0.9488285779953003,0.09110091854666962
33,1.80877628326416,0.6106860508176627
34,1.2173558794535124,0.13709565722924633
35,0.7888275027275086,0.1518790880908946
36,0.7522982935110728,0.07683899037419606
37,1.108121165207454,0.15191843811011768
38,1.9345747033754985,2.727438228874935
39,0.7314384977022806,0.1307514965301869
40,1.3963999629020691,0.1939287801558016
41,1.5951177954673768,0.22439226277546995
42,1.6552518580822235,0.10126147923343945
43,1.6463867276906967,0.47311176520148085
44,1.4635565768588672,0.10914366028238327
45,1.6601489623387655,0.21047854528429213
46,1.5129609933266273,0.9142280029152865
47,1.4863388538360596,0.5239012596361463
48,1.8186724185943604,0.09808191136042305
49,2.5155588388442993,0.8248060381690152
50,1.2428511699964835,0.5158618295536754
51,1.190095431274838,0.20478048358000467
52,1.4251227623377092,0.09593359102872874
53,1.5754659519745753,0.3522152785793885
54,1.9105257274849075,0.5363786910579922
55,1.696227473371169,0.5814781652460888
56,1.373939452500179,0.5777728738121862
57,1.6508002501946908,0.32721564791874586
58,1.5367427067678483,0.3799722436125493
59,2.199215312798818,0.7973747629052238
60,2.2177357455579245,1.5381399773824784
61,1.494897081427378,0.3389329000078289
62,1.9736506572791508,0.7499603739486358
63,1.9755975340233474,1.6278979908897546
64,1.994298151079214,0.927666508547392
65,2.0970302244027454,0.811935870338503
66,2.3016998412004157,1.4130549418390725
67,1.9390551476251512,0.4461538985812068
68,2.1813150504966834,1.156121119014577
69,1.8140252746947825,0.6636134778030265
70,1.9636256906945826,0.737205297171413
71,2.1346731993459884,0.7996737329609515
72,2.149540597742254,1.0591715800605848
73,1.999212357379098,0.7047399236346835
74,2.182059632047363,1.1213889061939288
75,2.2615697774622174,1.1859173066954416
76,2.2862238966965975,1.142805570104859
77,2.306321059050185,1.1383227687935873
78,2.202297097640418,1.0448514407636933
79,2.6834842178919542,1.2425481857419853
80,2.4919101235809586,0.9708414786651138
81,2.567559127158266,1.001656068011707
82,2.6973104092382614,1.2817235513581513
83,2.761025567961411,0.9931811046753366
84,2.7597983905829166,1.082984359418951
85,2.827147655885854,0.8506231832598243
86,2.8457227566524557,0.9860671031512113
87,2.791854053318693,0.7471995353446181
88,2.9142782256007194,0.8449036281108887
89,2.998285766313916,0.8406226260117465
90,3.0563946793937853,0.9151287498423175
91,3.1233653267322987,0.950268919811476
92,3.190326455452923,0.9452359618336953
93,3.341859859394913,0.8850597172050346
94,3.4695365410344134,0.8228833803993026
95,3.564429830495165,0.7573770265945928
96,3.6596016027701155,0.7593067966382006
97,3.6679145897513146,0.7550767316484271
98,3.7862535118931167,0.7389116331025308
99,3.9956199939621424,0.7443374941106816
100,3.853538458332932,1.1100490487350019
