levdist,euclidist,var
0,0.0,0.0
1,2.5071197949365076,0.15506410577921742
2,2.2044914445027164,0.1744324944505714
3,3.4260529889046225,0.9663789251084768
4,1.9720624913488116,0.4161231846640537
5,2.38675652777107,0.4247010064764699
6,2.436768451371254,1.0977696456372208
7,2.9869178345848844,1.88879117634168
8,2.4090172728024997,0.2244538165338978
9,2.6012781324687304,0.8272364641688112
10,3.1128499434568493,0.8395129983589704
11,3.295077938337404,1.0339016362292595
12,3.856182755657046,2.0022086354241146
13,3.0632320087230003,0.8781864302921574
14,2.8878818315307964,1.0022651045427258
15,3.2669399671597095,1.1965822944862778
16,3.0632437541710202,0.9837895125506313
17,3.2304879132443456,1.2416551703319199
18,3.146520916202288,1.0315633300785736
19,3.197611182345188,0.9484739285468684
20,3.2973810074154284,0.8833164317797767
21,3.228722815942033,0.7359428762196447
22,3.3313054391391796,0.7927742584925082
23,3.4138609038720973,0.9602548317048505
24,3.318379486805934,0.7106639196439426
25,3.280934867076112,0.7107293501978568
26,3.245390783294864,0.6717507006932705
27,3.2319066286988787,0.58532680676588
28,3.3603993205203775,0.7245992492751869
29,3.3144502520755577,0.5903561061959827
30,3.479601521841273,0.6902505481140255
31,3.3971699809325098,0.6815713982089742
32,3.4737555023504405,0.7692669332429714
33,3.614186153731597,0.8693192159855271
34,3.595579956746333,0.7814353620851993
35,3.617028208288128,0.7015193983368249
36,3.6255331274795286,0.6779753348421905
37,3.7623093138760137,0.9088084949678815
38,3.8761337666450313,1.025107162939392
39,3.8628158888184605,0.8644429562629901
40,3.7062667879948563,0.6943595054373172
41,3.8711671350958117,0.8276089057194945
42,3.9549559722706227,0.9950525711150033
43,3.90256445983577,0.8948147475628009
44,3.8632745705968086,0.7175943729348486
45,4.022619030906544,0.8983483258775147
46,4.084293583526296,0.9334001061049825
47,3.947509774371298,0.679996540450611
48,3.9898554120762286,0.7170457969311147
49,4.063093904569022,0.9135999046156186
50,3.998450297075729,0.8392285500991897
51,3.985423773386965,0.8914695058407759
52,3.9888193264802676,0.9255509436921016
53,4.077516604093595,0.9667657590264712
54,3.9487219255515655,0.6833867839798613
55,4.088100424183144,0.9465898773230177
56,4.066101345446796,0.875906596734032
57,4.119617768270332,0.804794388471047
58,4.0748568469446855,0.8653657741620622
59,4.135123770678432,0.8570528188373692
60,4.205977017634383,0.8024443805896789
61,4.125098466576351,0.6881648796489216
62,4.3659245818640064,0.9218235957462296
63,4.385379414340584,1.003069177208203
64,4.3698355873691686,0.9155010305194722
65,4.28721415835826,0.767334661192255
66,4.341906454143359,0.8181290269599538
67,4.537414256972496,1.0018671494987372
68,4.585636649482794,1.1278051044161448
69,4.677053682589799,0.893741637776772
70,4.919551442599781,1.285720580510796
71,4.7410083358387505,0.9788356864635486
72,4.7998252679593865,0.8303477162091127
73,4.753050023715512,0.7956820897383035
74,4.857754436909845,1.0352667033979366
75,4.67471566000534,0.7895367115128482
76,4.818333914078351,0.7367124023912298
77,5.206521903079912,1.306706860049048
78,5.089779370069923,1.2277667980682778
79,4.753805668660382,0.8177565393019969
80,4.958963697302023,0.7565882295544716
81,5.175873035047896,0.6146474071725992
82,5.505906500288697,1.2408739779073206
83,5.550174453237036,0.9547918606146627
84,5.649337352125471,0.7238473616594766
85,5.6181213715497185,0.38454137554858964
86,5.657431950492244,0.48012026179932965
87,5.8653598155921305,0.32769843057573605
88,5.766603112872181,0.3631494366341578
89,6.1586905631674345,0.6776202631379162
90,5.415091747094777,0.8622285359084758
91,5.278316728229629,0.7223071012515971
92,5.6851829418114255,1.0183502473406976
93,5.046802239862048,0.657758489921613
94,5.113381495903496,0.6088746304885913
95,5.4820528422240855,1.3808773471045965
96,5.130176375849178,1.0398322769738926
97,5.156168941396791,0.9506495850503959
98,5.185355312105209,1.0151487550596376
99,5.1177914548706225,1.1247321434653224
100,5.192052790890001,1.073484434391563
101,5.150946650884848,1.1149331543663155
102,5.340414336404285,1.1738828115711222
103,5.237971803452495,1.3350418563103208
104,5.262384594683667,1.2382411293805158
105,5.1572352952145515,1.2142162068090818
106,5.593987934517138,1.133033904828909
107,6.2346663153763355,1.912171561318497
108,5.529879350662231,0.9206519228068473
109,6.414698106800011,0.8368347918998899
110,5.54962107629487,0.768699070514315
111,5.9879645231442575,1.1252110787412601
112,6.68693269701565,0.6302833085423449
113,6.4688186139771435,0.9572812284325379
114,6.9786238267824245,1.0396543599782244
115,4.764535877227783,0.11217724685065603
116,5.7321707010269165,0.05176936127179488
117,5.784135937690735,0.0016345100231741785
118,6.162491261959076,0.12734365279658827
119,6.2387479941050215,0.02665224809632266
