levdist,euclidist,var
0,0.0,0.0
4,0.8696305155754089,0.0
5,0.46646633744239807,0.007073657200071993
6,0.6868247240781784,0.06953919094454648
7,0.48360230028629303,0.016049501519918685
8,0.8730055391788483,0.10145423055408405
9,1.1396424740552902,0.3001367828840433
11,1.5731359008285735,0.7217234657723193
12,1.4400822520256042,1.0345690459180379
13,1.0218304991722107,0.09136083468533861
14,1.3136576533317565,0.17483157670338997
15,0.9518472403287888,0.09323978219696562
16,0.7364155612093337,0.07575706185869738
17,0.9501225034395854,0.054760647200719756
18,1.4953564643859862,0.21124360577572204
19,0.7291524151961009,0.10196669672191942
20,0.5782211869955063,0.0036595649299544656
21,1.376554080418178,0.10026757677015245
22,1.1200512846310933,0.1987808346672494
23,1.3996828133409673,0.46912291562023256
24,1.912257935319628,0.45598030327251443
25,1.2017248436516406,0.5416766477724058
26,1.2969188224978563,0.03623699949909732
27,1.3185385983241231,0.1570782291751482
28,1.4394088331609964,0.18165054500588285
29,1.33205845952034,0.17148331109361073
30,1.0970326860745747,0.15180357428623845
31,1.3925481769773695,0.27107424116302814
32,1.3361962987826421,0.25526159419030386
33,1.3820032066312329,0.23191550293043298
34,1.3038277048617601,0.27293758303697385
35,1.6510861230933147,0.6351088922518193
36,1.4782021116402189,0.17784420614235621
37,1.5294414533509149,0.31054236981375205
38,1.7463935176531473,0.652220752525068
39,1.4235461475897808,0.1439459347422738
40,1.5906866338945205,0.46342786036976014
41,1.649189755039395,0.35834097017151156
42,1.8092819819940584,0.36478048085770454
43,1.8413539900229527,0.45704848255621905
44,1.723878448760068,0.5369216186010096
45,1.9174274709916883,0.43720708669256425
46,1.7213981672009426,0.5080631390480316
47,1.9466369505281802,0.7221730304749373
48,1.907418092818764,0.45785527526375325
49,2.5836497973650694,0.9315307110355254
50,2.111699083477867,0.6312836953624108
51,2.0771633376904344,0.4657828630994358
52,2.3570501690561123,0.6179640019612389
53,2.262757308214483,0.5937059429430133
54,2.454617128274128,0.6081058332394685
55,2.3721353038970983,0.6029789869623003
56,2.3977634723608694,0.6322859508065514
57,2.5684815644184886,0.6999345835678704
58,2.672783871269759,0.7542279858525531
59,2.690223688338909,0.7128355295300868
60,2.789791080645837,0.6716400502240811
61,2.869391358840693,0.7404215763793863
62,2.9267811190431767,0.7456008306549664
63,2.941264639804082,0.7646490096857611
64,3.07041504023931,0.6615698043398903
65,3.1644816363748984,0.7195212446501555
66,3.168943865045073,0.6679645096481877
67,3.353864687941992,0.6955526177085268
68,3.2710693525698256,0.6627192646569255
69,3.4494093435860944,0.6913123426439609
70,3.3764542810981744,0.6452299342529338
71,3.4657596172116496,0.663293133691546
72,3.4170993881321627,0.6533850025051429
73,3.5046826627320407,0.7333620587114875
74,3.501513264335779,0.6130191195856796
75,3.4762274306672136,0.62185726207653
76,3.5547942079504815,0.7089109398322069
77,3.5055890395925844,0.6424500038357921
78,3.609654674038146,0.7250281619454998
79,3.617621976717848,0.6753978477743099
80,3.5974591641624887,0.6816877189649013
81,3.6731201328908694,0.7277132243014843
82,3.7286506257552254,0.7559323858290283
83,3.7644188880457206,0.770168164559349
84,3.8758001620684515,0.8323446714688569
85,3.9018120454850163,0.831346462319188
86,3.8973924366055224,0.9322996114120606
87,3.9602800532998828,0.8876613344637218
88,4.01517525180524,1.005367990523177
89,4.134020423555331,1.028623926915709
90,3.9176705457914234,0.9942769273557679
91,4.134673022755104,1.0619809023022044
92,4.1599221246318265,1.1684463326887533
93,4.045395827048361,1.0740821585899931
94,3.9538795240641096,1.2750724030782044
95,3.8993519307239937,0.9097234754279588
96,3.9042901240428325,0.757419224945314
97,4.422294775074426,0.7766420182574603
98,5.341447385443335,0.8573273008013872
99,6.382654182838671,0.7093236945594699
100,4.038099792074824,1.5138424548972238
