strdist,embdist,var
0,0.0,0.0
11,0.5133676081742918,0.0
12,1.4247824445296309,0.5964275537904238
14,2.07632419374793,0.6620151315350674
16,2.461470081986475,0.026327867477176678
18,0.9533134314293928,0.027699361206759338
19,1.3073562217600867,0.061181678890968184
20,1.051560337377478,0.0
21,0.744963103046377,0.09576340791589169
22,1.5976577660680422,0.2185090183470419
23,0.5191428382138744,0.0
24,1.0891595325108396,0.14558982861576136
25,0.6190546116581618,0.028203462278463598
26,1.2680300007775078,0.5856230761213306
27,1.1622480785927791,0.037044867312226955
28,1.7106942568066357,0.7420028784839362
29,0.7808722718550056,0.1480779510483206
30,1.7764416222570643,0.24164722749598294
31,1.4078627447125143,0.6534040639656061
32,1.1586759890520317,0.2160524674271089
33,1.7919359404464132,0.6168180741345722
34,1.1386368584644089,0.12101265430127237
35,0.996543439990388,0.4721416688226214
36,0.7701109112309575,0.09765861690447467
37,1.1101309263384473,0.15294386746180427
38,2.062285918925436,2.7976339990180956
39,0.7700439683286928,0.21557756265373287
40,2.215284053608736,1.3431916827823787
41,1.701774101628352,0.2590680864852859
42,1.6536992449842163,0.0879743191113611
43,1.6463866157189635,0.47311213234731564
44,1.5178754732584279,0.13879787777529692
45,1.6839584328683346,0.39606623617592834
46,1.2015652783020752,0.5792433316058853
47,1.6071816773497483,0.773910434606623
48,1.8190872040540904,0.091320339150864
49,2.540219216840543,0.49634320843738655
50,1.383224093728775,0.8274583066406841
51,1.1900954664781522,0.20478041017628734
52,1.5237942127370248,0.13923449327250534
53,1.5895532348903751,0.28927856823968023
54,1.786894819096957,0.46548629678888803
55,1.8159330213289822,0.6544640930749088
56,1.5223614566353008,0.8416168490587137
57,1.6398496482230391,0.35656024646777223
58,1.5188945150725155,0.3993349987283573
59,2.2019393453043405,1.0566943996222102
60,2.199431415015686,1.4841422389274117
61,1.6169610916187234,0.6697833375750983
62,2.0358844583026285,0.8085907428673662
63,1.7839169654125187,0.882701332982357
64,2.0493143661790363,1.173021643512828
65,2.0245626538314827,0.7053702307771555
66,2.2127788665679855,1.0344518649509307
67,2.0061974583357203,0.5964843678559043
68,2.164591589646389,1.1459220167443767
69,1.9446801190790863,0.8743490523947194
70,2.0281696918955925,0.822501099912815
71,2.2068383200969435,0.8243485661610728
72,2.1654991226211426,1.018319654948344
73,2.052480940212376,0.6492721055588523
74,2.404194655048898,1.3033521542647322
75,2.31728651312218,1.1087017064437092
76,2.448723552547619,1.2653952372245985
77,2.3606079454909255,1.0564310009111193
78,2.2980473850497027,1.0922040856128665
79,2.734011837056647,1.1235166813023203
80,2.57038810871014,0.9929628871411644
81,2.642997642074706,0.9481781542002767
82,2.7085268262366986,1.191154466802766
83,2.7908652859560186,0.9911128984409339
84,2.7884701032813477,0.9783548562945732
85,2.8440381584435044,0.8753889198821866
86,2.8469270178921833,0.9252484778201371
87,2.8460232967953454,0.8059509290177601
88,2.930436716495981,0.8477451752749185
89,3.034755637866288,0.8488159439432063
90,3.0721465491239717,0.9312823569387727
91,3.150324004657186,0.9313388764145232
92,3.234637691316013,0.9346044847078302
93,3.338044711739758,0.8733569767728718
94,3.466767777712025,0.8494597527896927
95,3.556257012982889,0.7644043423618258
96,3.6464474875230013,0.7799926978517417
97,3.664521234156657,0.7615015911077568
98,3.7691476006782603,0.7498606343270663
99,3.9864893877870102,0.8017911370002319
100,3.6814978496679043,0.8606526163154554
