strdist,embdist,var
0,0.0,0.0
1,1.0696438591219022,0.8047801724458221
2,1.954580165505102,1.1863107596810714
3,2.3098798306147215,0.9583546035597312
4,2.608444368051894,0.9859923999098709
5,3.037786724996165,0.9237127590576161
6,2.8972235951001983,0.8036506583836749
7,3.0505442787097947,0.8387793319551439
8,3.1184962140536987,0.7448098142046842
9,3.221166906010755,0.695892614147283
10,3.2819850587332606,0.7169206479726242
11,3.346269896037972,0.6535885466478341
12,3.413828260004679,0.6763111598462758
13,3.4701776829162543,0.6959174267415595
14,3.496125328844205,0.6714736616203094
15,3.5363123994308863,0.6759270640751992
16,3.534321866572893,0.6418337745956363
17,3.5875837831715356,0.675267410753132
18,3.6813557146223683,0.756672086345059
19,3.7498721781645834,0.7665613209764154
20,3.758097465441777,0.7245096156902964
21,3.7781536355223113,0.6902340636011925
22,3.823697010227109,0.7050647100267476
23,3.894171688912053,0.7016857717887148
24,3.9130054959262486,0.7386996283057788
25,3.9683969070932195,0.7533944066077143
26,3.987583260407986,0.7994573136770713
27,4.070901828914795,0.7670955915749937
28,4.120991883934879,0.8268549694821055
29,4.085434505719018,0.7557134661757484
30,4.097486093152393,0.7437415895280548
31,4.101875218399382,0.7102086126102652
32,4.117668230390971,0.7349732681629566
33,4.181378054751649,0.7483410928789735
34,4.215522754601996,0.8270335956751245
35,4.251847310363928,0.7881334973890215
36,4.232742857886248,0.8071470547319121
37,4.2408482394119,0.7074181380780873
38,4.289552430308378,0.7154019692677483
39,4.367273694183871,0.7876365999361473
40,4.398583588334581,0.7798948772858254
41,4.385812996203552,0.7903355569810822
42,4.455040713390883,0.7987433673980197
43,4.4224280124179245,0.7712022552570792
44,4.521203047298399,0.8062764728238344
45,4.504527604351853,0.8662184533192547
46,4.6425259418860305,0.9457657654815042
47,4.652019049513662,0.9473183871639815
48,4.654847322051947,0.8916026445868802
49,4.67649497908886,0.9609041685980122
50,4.605727414282066,1.0116239752793008
51,4.6165881216020015,0.8729833803852368
52,4.680296915027923,0.7956241995478106
53,4.751706470443425,0.7814788777473012
54,4.7741213868301475,0.7954334594753245
55,4.691169413116532,0.6249945889253221
56,4.721401478212589,0.8258436289629906
57,4.806380718810041,0.7338516758449782
58,4.789338484692086,0.8876016914799877
59,4.981033957388771,1.036202172553674
60,5.220622457639908,0.9614103350484722
61,5.187293052359728,0.7173361737328825
62,5.443773111853489,0.8809944143630639
63,5.634423881394026,1.118937398683499
64,5.305859728277644,1.2334546006254117
65,5.343388973800782,1.0113476393185954
66,5.368407193490949,0.7784969616692066
67,5.519493555976882,1.1125163440719372
68,5.112271764701196,1.041309513460249
69,5.026350727110163,1.236033713974419
70,4.7770583074383755,0.6005136677540558
71,4.788275835665373,0.7586006261161261
72,4.821157839379191,0.518812582321745
73,5.6207093750630825,0.6814038117189292
74,5.077638181417783,0.6875889052467962
75,4.619756199213703,0.6875606941894749
76,4.928261589477311,0.7371305383498477
77,4.391434131430024,0.8470156266727284
78,5.115378551897269,0.8961414629638619
79,4.23947810721343,0.43441636478734735
80,4.240990625291363,0.3086143041242137
81,4.858951854760507,0.24719316055082446
82,5.238823425042797,0.24720776485645027
