strdist,embdist,var
0,0.0,0.0
1,1.875072761465647,0.9216540625036442
2,2.492637414314159,1.2984694220968402
3,0.8086363813561978,0.11755475605235574
4,1.4623205972773106,0.542932487654364
5,1.5013380796649833,1.6167948739213822
6,2.041978040566193,1.2852162235810978
7,2.54272682547333,1.8361799956978027
8,2.5310346189079445,0.9702415343939521
9,2.5274382045934156,1.4088414734405719
10,2.92975459234672,1.2751346064896498
11,3.1174401669340996,1.292067693904267
12,2.836044422344925,1.173842025094657
13,2.9409902196687105,1.1287168014604
14,3.044670359111586,1.0979296689180658
15,3.096833897210876,1.0134068401825
16,3.1156171622862843,1.0907871427819034
17,3.0915597101158423,1.0231545203177306
18,3.0859713721822377,0.92639805849289
19,3.167545905238011,0.8857634018396908
20,3.2065563486832045,0.8056150582604291
21,3.2484463153347156,0.7980314415377248
22,3.247902806022927,0.7747604839646656
23,3.215679478283513,0.7317719507453607
24,3.18410659463806,0.707385287239204
25,3.142039403606147,0.6818505934947753
26,3.201614233115,0.6615320270441524
27,3.211387843469763,0.6387555240530203
28,3.274497517410839,0.6076237610701127
29,3.2792034430654575,0.5892497186705021
30,3.313720606416996,0.6018199536281337
31,3.3195379265525027,0.6106907986165931
32,3.3695123303798646,0.6627768860622956
33,3.42648178132664,0.6751436668553322
34,3.498644044081159,0.7139397473739545
35,3.5011991891869547,0.662041925911938
36,3.5588481817449837,0.6801265908209895
37,3.6234743554019277,0.7264714498542437
38,3.69470874592735,0.7787056838538658
39,3.7058165295673438,0.8185309445565698
40,3.683384989556551,0.7583456140914506
41,3.68943122484552,0.756088529688712
42,3.7103618995047,0.7441522495213523
43,3.7288258306973328,0.7226855395866594
44,3.786407851453048,0.7293454772522054
45,3.811769062623839,0.6880595619537285
46,3.8305077436279036,0.69576593625101
47,3.8517736372699685,0.7110340655023745
48,3.84602531808916,0.7112314707680557
49,3.8621966940109367,0.7245576742805914
50,3.864879231423297,0.7471906671757456
51,3.8365955992642835,0.7217408147636054
52,3.8410959536338862,0.7494337382788887
53,3.841669184128891,0.7470302537873195
54,3.839946021777523,0.6786807431050924
55,3.84524551755995,0.6572913918771042
56,3.8745659871257816,0.6523209016292641
57,3.896288471968531,0.6303024755121822
58,3.9353094705287504,0.6882511381371204
59,3.9639768516214,0.6610659755619399
60,4.013032664236602,0.6576633119066
61,4.022183146883532,0.643045250391353
62,4.077915204037051,0.7117712097613519
63,4.128721113960866,0.6891931622721892
64,4.183951738055927,0.7194217893906012
65,4.174656954801892,0.6738503651099916
66,4.21216210548478,0.6489445565746693
67,4.2773498753625,0.7292970762948688
68,4.254023906180354,0.6957291734034547
69,4.280667058963471,0.7049440681081091
70,4.274709869424984,0.7229458494136851
71,4.282809638028081,0.777665844739
72,4.280133971163748,0.78939972031664
73,4.31870374250351,0.79064028736162
74,4.33170575312275,0.7825965049672471
75,4.4544204375835195,0.7960357337262598
76,4.50788746703665,0.7928764583798305
77,4.540363420701485,0.79921676228793
78,4.670348054092356,0.75408877420127
79,4.7493212383689,0.7141693239209173
80,4.846458541869441,0.7461057609697166
81,4.922640896125542,0.6789492659126731
82,5.107279070404698,0.63011511802664
83,5.207506829104767,0.6152470854616412
84,5.179651715838767,0.5721028233565317
85,5.528944275509,0.5128723973683035
86,5.313373631779459,1.0815910297328764
87,5.099144328805636,0.451541286014456
88,4.9575285267797815,0.6459022503330321
89,4.964875575408935,0.6348056568079383
90,5.3259389708765,0.5163080401391844
91,5.09233644122617,0.6026626958995065
92,5.073071617027158,0.5171361543892249
93,5.062523452598097,0.6345785634772549
94,5.066506132154373,0.6562617649651674
95,5.0501805375858,0.9248017452297019
96,4.989978390360971,0.7773110549111142
97,5.116019733212454,0.9434862283941399
98,5.143857540641439,1.02768141062608
99,5.109299863483658,1.115690511196807
100,5.201952180439269,1.0310307079074417
