Type , Left         , Old Mid    , Right      , New Mid      , Frequency
SUB  , NAME         , NEWLINE    , NAME       , 'is'         , 2        
INS  , BOS          ,            , 'while'    , UNKNOWN_CHAR , 2        
INS  , '='          ,            , ')'        , NUMBER       , 2        
DEL  , NEWLINE      , 98         , 'import'   ,              , 2        
INS  , '^'          ,            , NEWLINE    , '^'          , 2        
SUB  , NAME         , NAME       , '%'        , STRING       , 2        
DEL  , ':'          , '('        , STRING     ,              , 2        
INS  , '='          ,            , '{'        , '['          , 2        
SUB  , STRING       , ','        , NAME       , '.'          , 2        
SUB  , ','          , ':'        , '['        , NAME         , 2        
DEL  , NAME         , '|'        , NAME       ,              , 2        
INS  , ':'          ,            , NAME       , ','          , 2        
SUB  , NUMBER       , '}'        , NEWLINE    , ']'          , 2        
INS  , '.'          ,            , NAME       , 'and'        , 2        
INS  , NAME         ,            , NEWLINE    , 'and'        , 2        
SUB  , '.'          , ':'        , STRING     , NAME         , 2        
INS  , NEWLINE      ,            , EOS        , '.'          , 2        
INS  , STRING       ,            , '*'        , NAME         , 2        
SUB  , NUMBER       , ','        , NUMBER     , NUMBER       , 2        
INS  , ','          ,            , '}'        , UNKNOWN_CHAR , 2        
INS  , NEWLINE      ,            , EOS        , NAME         , 2        
INS  , NAME         ,            , '%'        , '/'          , 2        
INS  , NEWLINE      ,            , 'True'     , '>>'         , 2        
INS  , NAME         ,            , '-='       , '-'          , 2        
INS  , ','          ,            , '...'      , NAME         , 2        
INS  , '>'          ,            , '['        , NEWLINE      , 2        
SUB  , ':'          , STRING     , '}'        , UNKNOWN_CHAR , 2        
DEL  , 99           , '...'      , EOS        ,              , 2        
INS  , NAME         ,            , '['        , '['          , 2        
DEL  , ','          , ':'        , '...'      ,              , 2        
INS  , 98           ,            , 'def'      , NAME         , 2        
DEL  , NAME         , ','        , '...'      ,              , 2        
SUB  , '-'          , ':'        , STRING     , NUMBER       , 2        
SUB  , NAME         , ')'        , NEWLINE    , '('          , 2        
SUB  , '('          , NEWLINE    , NAME       , '{'          , 2        
DEL  , '='          , '('        , NUMBER     ,              , 2        
SUB  , ':'          , NAME       , NEWLINE    , 'break'      , 2        
DEL  , 99           , '('        , NAME       ,              , 2        
INS  , ']'          ,            , '/'        , '<'          , 2        
SUB  , NEWLINE      , 'try'      , ':'        , NAME         , 2        
INS  , NAME         ,            , 'import'   , NEWLINE      , 2        
SUB  , ')'          , '('        , ')'        , NEWLINE      , 2        
DEL  , '='          , NAME       , '.'        ,              , 2        
DEL  , '['          , ']'        , '('        ,              , 2        
SUB  , STRING       , ','        , STRING     , UNKNOWN_CHAR , 2        
SUB  , ':'          , NAME       , NEWLINE    , 'pass'       , 2        
SUB  , BOS          , 'import'   , NAME       , 'def'        , 2        
INS  , '**'         ,            , ']'        , '*'          , 2        
INS  , '='          ,            , '['        , NAME         , 2        
INS  , BOS          ,            , 'class'    , 'def'        , 2        
SUB  , BOS          , NAME       , '('        , NEWLINE      , 2        
SUB  , NAME         , ')'        , ']'        , UNKNOWN_CHAR , 2        
DEL  , '='          , '...'      , EOS        ,              , 2        
DEL  , 'False'      , ','        , 'True'     ,              , 2        
SUB  , NAME         , '='        , NAME       , 'in'         , 2        
DEL  , '{'          , '('        , STRING     ,              , 2        
INS  , NAME         ,            , '+'        , '('          , 2        
INS  , STRING       ,            , ':'        , '='          , 2        
INS  , '='          ,            , ':'        , NAME         , 2        
INS  , NAME         ,            , '-'        , '('          , 2        
INS  , NEWLINE      ,            , '...'      , NAME         , 2        
INS  , NAME         ,            , '...'      , '.'          , 2        
SUB  , '.'          , '...'      , NEWLINE    , '.'          , 2        
INS  , '.'          ,            , 'and'      , '.'          , 2        
INS  , 98           ,            , 'def'      , '**'         , 2        
SUB  , ','          , '}'        , EOS        , ']'          , 2        
SUB  , STRING       , NEWLINE    , NAME       , ','          , 2        
DEL  , ','          , '('        , '['        ,              , 2        
DEL  , NEWLINE      , 98         , '...'      ,              , 2        
DEL  , NAME         , ')'        , '.'        ,              , 2        
INS  , NAME         ,            , '|'        , UNKNOWN_CHAR , 2        
DEL  , NUMBER       , 'else'     , NAME       ,              , 2        
INS  , '}'          ,            , ','        , ')'          , 2        
DEL  , NAME         , STRING     , STRING     ,              , 2        
SUB  , 'import'     , NAME       , NEWLINE    , NUMBER       , 2        
SUB  , NEWLINE      , '.'        , NAME       , NUMBER       , 2        
INS  , NAME         ,            , ':'        , '='          , 2        
SUB  , '('          , '('        , NAME       , STRING       , 2        
INS  , NUMBER       ,            , NAME       , NUMBER       , 2        
SUB  , NAME         , NAME       , NEWLINE    , STRING       , 2        
INS  , '='          ,            , NUMBER     , '>'          , 2        
INS  , ']'          ,            , '>'        , '='          , 2        
INS  , STRING       ,            , NAME       , NAME         , 2        
INS  , '='          ,            , '{'        , '{'          , 2        
SUB  , '.'          , STRING     , ']'        , UNKNOWN_CHAR , 2        
SUB  , ':'          , '['        , '{'        , '{'          , 2        
INS  , NUMBER       ,            , EOS        , '**'         , 2        
SUB  , NEWLINE      , NAME       , '='        , 98           , 2        
DEL  , BOS          , 'with'     , NAME       ,              , 2        
SUB  , '.'          , '['        , STRING     , NAME         , 2        
DEL  , NEWLINE      , STRING     , ':'        ,              , 2        
SUB  , 98           , 'return'   , NUMBER     , NAME         , 2        
SUB  , UNKNOWN_CHAR , STRING     , ']'        , NAME         , 2        
INS  , ':'          ,            , 'assert'   , NEWLINE      , 2        
INS  , BOS          ,            , 'from'     , '<'          , 2        
INS  , '<'          ,            , 'from'     , NAME         , 2        
INS  , NAME         ,            , 'from'     , '>'          , 2        
SUB  , NAME         , ','        , STRING     , '...'        , 2        
DEL  , ','          , '['        , '['        ,              , 2        
INS  , NAME         ,            , 'in'       , '='          , 2        
INS  , UNKNOWN_CHAR ,            , 'from'     , NEWLINE      , 2        
INS  , NEWLINE      ,            , 'from'     , NUMBER       , 2        
SUB  , STRING       , '}'        , EOS        , ','          , 2        
SUB  , NAME         , '-'        , NAME       , UNKNOWN_CHAR , 2        
SUB  , NAME         , 98         , NUMBER     , '='          , 2        
SUB  , NAME         , NAME       , NEWLINE    , 'False'      , 2        
SUB  , NAME         , NAME       , NEWLINE    , '='          , 2        
SUB  , '='          , ','        , STRING     , NAME         , 2        
DEL  , NUMBER       , NEWLINE    , 'for'      ,              , 2        
SUB  , NAME         , ')'        , '['        , NAME         , 2        
SUB  , STRING       , ','        , STRING     , ';'          , 2        
SUB  , NAME         , '->'       , 'None'     , ';'          , 2        
INS  , UNKNOWN_CHAR ,            , STRING     , '/'          , 2        
SUB  , NAME         , STRING     , EOS        , '/'          , 2        
INS  , '['          ,            , STRING     , '('          , 2        
INS  , ','          ,            , STRING     , STRING       , 2        
DEL  , BOS          , NAME       , '='        ,              , 2        
SUB  , '('          , NUMBER     , ','        , '['          , 2        
SUB  , '...'        , NAME       , '='        , '.'          , 2        
SUB  , '.'          , '='        , NUMBER     , '.'          , 2        
SUB  , '.'          , NUMBER     , ')'        , ']'          , 2        
INS  , STRING       ,            , EOS        , '*'          , 2        
INS  , NAME         ,            , '/'        , '.'          , 2        
SUB  , 99           , 99         , EOS        , UNKNOWN_CHAR , 2        
INS  , '.'          ,            , STRING     , '/'          , 2        
SUB  , NAME         , ':'        , NAME       , NAME         , 2        
INS  , ';'          ,            , NAME       , NAME         , 2        
SUB  , '.'          , STRING     , ')'        , '.'          , 2        
SUB  , NUMBER       , ':'        , STRING     , '='          , 2        
SUB  , 98           , NAME       , '='        , 'pass'       , 2        
INS  , '@'          ,            , NAME       , NAME         , 2        
SUB  , ','          , ']'        , ','        , STRING       , 2        
SUB  , '<'          , ','        , NAME       , NAME         , 2        
INS  , 'is'         ,            , 'None'     , NAME         , 2        
INS  , NEWLINE      ,            , NUMBER     , '>>'         , 2        
INS  , NUMBER       ,            , '>>'       , NEWLINE      , 2        
SUB  , '.'          , NAME       , '='        , 'from'       , 2        
SUB  , '.'          , NAME       , NEWLINE    , 'from'       , 2        
SUB  , NAME         , '='        , '{'        , NEWLINE      , 2        
DEL  , ')'          , NEWLINE    , 'if'       ,              , 2        
INS  , ','          ,            , NUMBER     , '('          , 2        
DEL  , '>'          , STRING     , NEWLINE    ,              , 2        
INS  , ']'          ,            , '>>'       , NEWLINE      , 2        
INS  , '=='         ,            , NAME       , NAME         , 2        
SUB  , ']'          , ':'        , NEWLINE    , ';'          , 2        
DEL  , STRING       , 99         , EOS        ,              , 2        
SUB  , 98           , 'with'     , NAME       , 'while'      , 2        
INS  , BOS          ,            , NEWLINE    , '.'          , 2        
INS  , '.'          ,            , NEWLINE    , NEWLINE      , 2        
INS  , '('          ,            , '*'        , UNKNOWN_CHAR , 2        
SUB  , '('          , '['        , '['        , '('          , 2        
INS  , BOS          ,            , STRING     , '>'          , 2        
INS  , '>'          ,            , STRING     , NAME         , 2        
INS  , NUMBER       ,            , NEWLINE    , '**'         , 2        
INS  , STRING       ,            , ')'        , '**'         , 2        
INS  , '...'        ,            , NAME       , NEWLINE      , 2        
SUB  , NEWLINE      , NAME       , '='        , 'def'        , 2        
INS  , NEWLINE      ,            , '('        , 99           , 2        
INS  , ','          ,            , STRING     , '.'          , 2        
INS  , BOS          ,            , 'not'      , NAME         , 2        
DEL  , NUMBER       , ']'        , ';'        ,              , 2        
DEL  , ';'          , '['        , NUMBER     ,              , 2        
SUB  , NAME         , '='        , STRING     , NAME         , 2        
INS  , NAME         ,            , STRING     , '-'          , 2        
DEL  , NEWLINE      , 'class'    , NAME       ,              , 2        
SUB  , ','          , STRING     , ']'        , UNKNOWN_CHAR , 2        
INS  , NUMBER       ,            , '/'        , NEWLINE      , 2        
INS  , NEWLINE      ,            , 'from'     , '>'          , 2        
SUB  , NEWLINE      , 99         , 'except'   , 98           , 2        
SUB  , NUMBER       , ':'        , '{'        , '='          , 2        
DEL  , 99           , ']'        , '='        ,              , 2        
SUB  , 99           , '='        , NAME       , NAME         , 2        
DEL  , 'None'       , ']'        , ']'        ,              , 2        
SUB  , ']'          , '}'        , EOS        , ')'          , 2        
INS  , ':'          ,            , '['        , UNKNOWN_CHAR , 2        
INS  , ']'          ,            , '}'        , UNKNOWN_CHAR , 2        
SUB  , NEWLINE      , 98         , STRING     , NAME         , 2        
INS  , '+='         ,            , NAME       , UNKNOWN_CHAR , 2        
INS  , '-'          ,            , NAME       , NUMBER       , 2        
INS  , '...'        ,            , ']'        , NAME         , 2        
SUB  , NEWLINE      , '['        , '('        , 98           , 2        
SUB  , NAME         , '+'        , NAME       , '='          , 2        
SUB  , NAME         , ')'        , ')'        , UNKNOWN_CHAR , 2        
SUB  , NAME         , '='        , NAME       , ':'          , 2        
SUB  , STRING       , '='        , NAME       , NAME         , 2        
INS  , STRING       ,            , NEWLINE    , NAME         , 2        
INS  , NAME         ,            , NEWLINE    , '>>'         , 2        
INS  , STRING       ,            , ','        , '*'          , 2        
SUB  , NAME         , NEWLINE    , 'def'      , NAME         , 2        
SUB  , '['          , STRING     , ']'        , UNKNOWN_CHAR , 2        
INS  , NAME         ,            , ']'        , '='          , 2        
INS  , ','          ,            , '('        , '('          , 2        
INS  , NUMBER       ,            , '}'        , ')'          , 2        
DEL  , ')'          , '('        , STRING     ,              , 2        
SUB  , '-'          , STRING     , ')'        , UNKNOWN_CHAR , 2        
INS  , '*'          ,            , STRING     , ')'          , 2        
SUB  , ')'          , STRING     , ','        , UNKNOWN_CHAR , 2        
INS  , 'import'     ,            , NEWLINE    , NAME         , 2        
DEL  , ')'          , '('        , '...'      ,              , 2        
INS  , ')'          ,            , ','        , ']'          , 2        
INS  , '**'         ,            , NAME       , NUMBER       , 2        
SUB  , NUMBER       , NAME       , '.'        , '**'         , 2        
INS  , '**'         ,            , EOS        , NEWLINE      , 2        
SUB  , NAME         , ','        , STRING     , ')'          , 2        
SUB  , 'import'     , NAME       , NEWLINE    , '...'        , 2        
INS  , ']'          ,            , ']'        , NAME         , 2        
SUB  , ']'          , ')'        , EOS        , UNKNOWN_CHAR , 2        
DEL  , NEWLINE      , '('        , '('        ,              , 2        
DEL  , NEWLINE      , '('        , STRING     ,              , 2        
INS  , '=='         ,            , NAME       , '='          , 2        
DEL  , ':'          , 98         , '['        ,              , 2        
INS  , NAME         ,            , '<'        , UNKNOWN_CHAR , 2        
SUB  , BOS          , NAME       , '('        , '('          , 2        
SUB  , STRING       , '('        , STRING     , NUMBER       , 2        
SUB  , NEWLINE      , 98         , NAME       , NAME         , 2        
SUB  , NAME         , NAME       , '='        , '='          , 2        
SUB  , STRING       , ')'        , '+'        , '.'          , 2        
SUB  , ','          , ')'        , EOS        , NAME         , 2        
INS  , 99           ,            , NAME       , 99           , 2        
SUB  , '...'        , ')'        , NEWLINE    , '.'          , 2        
SUB  , ','          , ']'        , EOS        , UNKNOWN_CHAR , 2        
INS  , 'return'     ,            , NAME       , 'True'       , 2        
SUB  , NUMBER       , 'in'       , NAME       , ','          , 2        
DEL  , STRING       , ':'        , 'None'     ,              , 2        
INS  , NEWLINE      ,            , 'for'      , UNKNOWN_CHAR , 2        
INS  , '.'          ,            , NEWLINE    , NAME         , 2        
INS  , NAME         ,            , 'import'   , UNKNOWN_CHAR , 2        
SUB  , 98           , 'while'    , 'True'     , NAME         , 2        
INS  , '@'          ,            , STRING     , NAME         , 2        
INS  , NAME         ,            , '['        , '='          , 2        
SUB  , NAME         , '='        , NAME       , UNKNOWN_CHAR , 2        
DEL  , '}'          , ')'        , ','        ,              , 2        
SUB  , NAME         , 'in'       , NAME       , 'as'         , 2        
DEL  , ','          , '['        , '('        ,              , 2        
SUB  , ')'          , '['        , NAME       , NEWLINE      , 2        
SUB  , ','          , 'in'       , NAME       , NAME         , 2        
INS  , NAME         ,            , NEWLINE    , '->'         , 2        
INS  , ')'          ,            , STRING     , NEWLINE      , 2        
DEL  , '='          , ','        , NAME       ,              , 2        
SUB  , 'break'      , 99         , 99         , NEWLINE      , 2        
INS  , UNKNOWN_CHAR ,            , '{'        , NAME         , 2        
DEL  , NAME         , '['        , ':'        ,              , 2        
SUB  , ']'          , ']'        , EOS        , UNKNOWN_CHAR , 2        
INS  , UNKNOWN_CHAR ,            , NEWLINE    , ':'          , 2        
INS  , 'return'     ,            , NAME       , '**'         , 2        
INS  , NAME         ,            , ':'        , 'import'     , 2        
INS  , NAME         ,            , NUMBER     , 'with'       , 2        
DEL  , ':'          , 98         , NUMBER     ,              , 2        
SUB  , '['          , STRING     , ','        , 'def'        , 2        
INS  , '/'          ,            , NAME       , NUMBER       , 2        
INS  , ';'          ,            , NAME       , '&'          , 2        
SUB  , NAME         , ','        , NAME       , 'from'       , 2        
SUB  , '.'          , NAME       , '['        , 'global'     , 2        
SUB  , 99           , 98         , NAME       , 99           , 2        
INS  , STRING       ,            , '['        , ','          , 2        
DEL  , STRING       , ']'        , '['        ,              , 2        
INS  , ':'          ,            , NEWLINE    , NUMBER       , 2        
SUB  , '='          , '('        , NAME       , UNKNOWN_CHAR , 2        
INS  , NAME         ,            , ']'        , '.'          , 2        
SUB  , NAME         , ')'        , NEWLINE    , '}'          , 2        
DEL  , ')'          , 99         , 99         ,              , 2        
INS  , '='          ,            , NEWLINE    , STRING       , 2        
SUB  , NEWLINE      , 98         , 'class'    , 99           , 2        
INS  , 98           ,            , NEWLINE    , 'return'     , 2        
INS  , 'return'     ,            , NEWLINE    , 'True'       , 2        
SUB  , ','          , STRING     , ','        , 'def'        , 2        
INS  , BOS          ,            , 'def'      , '*'          , 2        
INS  , NEWLINE      ,            , 'def'      , '>'          , 2        
INS  , 99           ,            , 'if'       , '**'         , 2        
SUB  , NEWLINE      , 98         , NAME       , '>>'         , 2        
INS  , 'def'        ,            , NAME       , '**'         , 2        
SUB  , 'if'         , NAME       , '=='       , 'in'         , 2        
INS  , NAME         ,            , '.'        , UNKNOWN_CHAR , 2        
DEL  , NUMBER       , ','        , '{'        ,              , 2        
SUB  , STRING       , ':'        , '['        , NAME         , 2        
INS  , ']'          ,            , '}'        , '**'         , 2        
SUB  , ':'          , NEWLINE    , 98         , UNKNOWN_CHAR , 2        
SUB  , UNKNOWN_CHAR , 98         , NAME       , NEWLINE      , 2        
INS  , 'return'     ,            , NAME       , UNKNOWN_CHAR , 2        
INS  , '...'        ,            , '.'        , '.'          , 2        
SUB  , NAME         , STRING     , STRING     , '='          , 2        
SUB  , '+'          , STRING     , '+'        , '='          , 2        
SUB  , ','          , ')'        , ']'        , NAME         , 2        
SUB  , NEWLINE      , 99         , 'return'   , '>'          , 2        
DEL  , NUMBER       , '-'        , NUMBER     ,              , 2        
INS  , ']'          ,            , EOS        , '>'          , 2        
SUB  , '('          , NAME       , ')'        , STRING       , 2        
SUB  , NEWLINE      , '('        , STRING     , 98           , 2        
INS  , STRING       ,            , ')'        , NEWLINE      , 2        
INS  , NAME         ,            , NEWLINE    , 'not'        , 2        
INS  , NEWLINE      ,            , '='        , NAME         , 2        
DEL  , ','          , ':'        , NAME       ,              , 2        
SUB  , STRING       , ':'        , NUMBER     , NUMBER       , 2        
INS  , '{'          ,            , NAME       , NAME         , 2        
SUB  , ','          , ':'        , STRING     , NAME         , 2        
INS  , '+'          ,            , NAME       , ','          , 2        
INS  , NAME         ,            , '%'        , UNKNOWN_CHAR , 2        
SUB  , NEWLINE      , NAME       , 'in'       , 98           , 2        
SUB  , '...'        , ','        , '...'      , '...'        , 2        
INS  , '...'        ,            , ','        , '.'          , 2        
INS  , NUMBER       ,            , ','        , '**'         , 2        
DEL  , ','          , '}'        , ']'        ,              , 2        
INS  , '('          ,            , ')'        , NUMBER       , 2        
DEL  , '='          , '{'        , '}'        ,              , 2        
SUB  , STRING       , ':'        , NUMBER     , ';'          , 2        
SUB  , ':'          , STRING     , ','        , 'def'        , 2        
INS  , NAME         ,            , 'import'   , '>'          , 2        
INS  , ','          ,            , ']'        , NAME         , 2        
DEL  , ':'          , '('        , NUMBER     ,              , 2        
SUB  , ')'          , ')'        , EOS        , NAME         , 2        
DEL  , ','          , '['        , NUMBER     ,              , 2        
INS  , ','          ,            , STRING     , '%'          , 2        
INS  , ','          ,            , STRING     , '//'         , 2        
INS  , NEWLINE      ,            , EOS        , '>>'         , 2        
DEL  , NAME         , '}'        , ']'        ,              , 2        
DEL  , NAME         , ']'        , '}'        ,              , 2        
INS  , BOS          ,            , NAME       , 'and'        , 2        
INS  , BOS          ,            , 'import'   , '*'          , 2        
DEL  , ']'          , ','        , '...'      ,              , 2        
INS  , ':'          ,            , '{'        , NEWLINE      , 2        
SUB  , 98           , '('        , STRING     , NAME         , 2        
SUB  , STRING       , '('        , NAME       , UNKNOWN_CHAR , 2        
INS  , STRING       ,            , '|'        , NAME         , 2        
DEL  , '='          , 'lambda'   , NAME       ,              , 2        
DEL  , 'if'         , NAME       , 'not'      ,              , 2        
SUB  , ','          , NAME       , '='        , 'from'       , 2        
DEL  , '...'        , ']'        , '}'        ,              , 2        
INS  , STRING       ,            , '/'        , ']'          , 2        
DEL  , NEWLINE      , 'for'      , NAME       ,              , 2        
SUB  , '=='         , NAME       , NEWLINE    , 'True'       , 2        
SUB  , 99           , 'except'   , '('        , NAME         , 2        
INS  , NAME         ,            , EOS        , '='          , 2        
INS  , NAME         ,            , ':'        , '['          , 2        
DEL  , '}'          , ')'        , '}'        ,              , 2        
SUB  , '('          , '('        , '{'        , STRING       , 2        
INS  , 'import'     ,            , NAME       , '.'          , 2        
SUB  , '%'          , '('        , ')'        , NAME         , 2        
INS  , NAME         ,            , NEWLINE    , 'import'     , 2        
INS  , 99           ,            , NEWLINE    , UNKNOWN_CHAR , 2        
INS  , '='          ,            , '['        , '.'          , 2        
DEL  , NEWLINE      , 'import'   , NAME       ,              , 2        
DEL  , BOS          , ':'        , '{'        ,              , 2        
DEL  , BOS          , '{'        , NUMBER     ,              , 2        
SUB  , ','          , STRING     , '}'        , UNKNOWN_CHAR , 2        
DEL  , 'is'         , STRING     , ','        ,              , 2        
SUB  , 'is'         , ','        , NAME       , NAME         , 2        
INS  , NUMBER       ,            , ']'        , ')'          , 2        
INS  , ':'          ,            , NEWLINE    , '//'         , 2        
DEL  , 'with'       , '('        , ')'        ,              , 2        
DEL  , 'with'       , ')'        , ':'        ,              , 2        
INS  , '='          ,            , NAME       , '.'          , 2        
INS  , NUMBER       ,            , NUMBER     , ','          , 2        
SUB  , '=='         , NAME       , NEWLINE    , 'False'      , 2        
SUB  , NAME         , STRING     , EOS        , ':'          , 2        
INS  , '.'          ,            , ')'        , '.'          , 2        
SUB  , NAME         , STRING     , ')'        , ')'          , 2        
DEL  , '('          , 'lambda'   , NAME       ,              , 2        
INS  , UNKNOWN_CHAR ,            , ','        , NAME         , 2        
INS  , STRING       ,            , ']'        , '.'          , 2        
DEL  , 'def'        , '('        , ')'        ,              , 2        
DEL  , 'def'        , ')'        , ':'        ,              , 2        
SUB  , 'def'        , ':'        , NEWLINE    , '&'          , 2        
INS  , NUMBER       ,            , ','        , '...'        , 2        
INS  , STRING       ,            , '.'        , NAME         , 2        
SUB  , NAME         , '+'        , STRING     , UNKNOWN_CHAR , 2        
SUB  , ']'          , '}'        , '}'        , ']'          , 2        
INS  , NEWLINE      ,            , NAME       , '@'          , 2        
INS  , NAME         ,            , NEWLINE    , ','          , 2        
SUB  , '}'          , ']'        , EOS        , ','          , 2        
SUB  , STRING       , '['        , STRING     , NUMBER       , 2        
DEL  , '}'          , '('        , ')'        ,              , 2        
SUB  , ')'          , ')'        , EOS        , ';'          , 2        
SUB  , ']'          , ')'        , EOS        , ','          , 2        
SUB  , STRING       , '}'        , ']'        , ']'          , 2        
SUB  , ']'          , ']'        , '}'        , '}'          , 2        
DEL  , '='          , STRING     , EOS        ,              , 2        
INS  , 'return'     ,            , NAME       , 'False'      , 2        
INS  , 'and'        ,            , NAME       , NEWLINE      , 2        
SUB  , NUMBER       , ','        , '...'      , '.'          , 2        
SUB  , '.'          , '...'      , EOS        , '.'          , 2        
SUB  , NAME         , 'class'    , NAME       , '='          , 2        
INS  , '['          ,            , ')'        , ']'          , 2        
DEL  , '.'          , NEWLINE    , 'def'      ,              , 2        
DEL  , '.'          , 'def'      , NAME       ,              , 2        
DEL  , ','          , NEWLINE    , 99         ,              , 2        
DEL  , ','          , 99         , EOS        ,              , 2        
SUB  , STRING       , ']'        , EOS        , '}'          , 2        
DEL  , '('          , NAME       , ','        ,              , 2        
DEL  , '='          , '['        , '('        ,              , 2        
SUB  , ']'          , ']'        , ')'        , ')'          , 2        
INS  , NEWLINE      ,            , EOS        , '**'         , 2        
SUB  , NAME         , NUMBER     , ','        , NAME         , 2        
INS  , ')'          ,            , NEWLINE    , '-'          , 2        
INS  , '-'          ,            , NEWLINE    , '-'          , 2        
INS  , ']'          ,            , '*'        , ')'          , 2        
INS  , NAME         ,            , 'in'       , '('          , 2        
INS  , NEWLINE      ,            , NAME       , ','          , 2        
INS  , '('          ,            , EOS        , STRING       , 2        
INS  , ','          ,            , NUMBER     , '**'         , 2        
SUB  , UNKNOWN_CHAR , STRING     , '+'        , UNKNOWN_CHAR , 2        
INS  , '('          ,            , '{'        , '{'          , 2        
DEL  , 'as'         , NAME       , ':'        ,              , 2        
DEL  , 'as'         , NAME       , NEWLINE    ,              , 2        
SUB  , ']'          , ')'        , ']'        , ']'          , 2        
INS  , '**'         ,            , ','        , '*'          , 2        
DEL  , '**'         , NAME       , NEWLINE    ,              , 2        
DEL  , BOS          , '{'        , '('        ,              , 2        
SUB  , '...'        , NAME       , EOS        , '.'          , 2        
SUB  , UNKNOWN_CHAR , STRING     , ','        , NAME         , 2        
INS  , NEWLINE      ,            , '...'      , 98           , 2        
INS  , ','          ,            , '-'        , UNKNOWN_CHAR , 2        
INS  , NUMBER       ,            , ':'        , ')'          , 2        
DEL  , ','          , '('        , '('        ,              , 2        
DEL  , NEWLINE      , 99         , 'try'      ,              , 2        
SUB  , NAME         , STRING     , ','        , NAME         , 2        
SUB  , ']'          , '('        , NAME       , NEWLINE      , 2        
INS  , ']'          ,            , ','        , UNKNOWN_CHAR , 2        
DEL  , 99           , 'pass'     , NEWLINE    ,              , 2        
SUB  , NAME         , ','        , STRING     , ':'          , 2        
DEL  , NEWLINE      , ')'        , ':'        ,              , 2        
INS  , ','          ,            , NAME       , 'return'     , 2        
DEL  , '}'          , ']'        , ']'        ,              , 2        
INS  , UNKNOWN_CHAR ,            , NAME       , ':'          , 2        
INS  , 'is'         ,            , STRING     , NAME         , 2        
SUB  , ','          , STRING     , ','        , UNKNOWN_CHAR , 2        
INS  , '='          ,            , STRING     , '>'          , 2        
SUB  , ':'          , 'pass'     , NEWLINE    , NEWLINE      , 2        
DEL  , '}'          , '['        , '{'        ,              , 2        
SUB  , NUMBER       , '('        , NUMBER     , ':'          , 2        
INS  , NAME         ,            , '%'        , '%'          , 2        
INS  , '('          ,            , NAME       , 'return'     , 2        
DEL  , NEWLINE      , '['        , '['        ,              , 2        
INS  , ']'          ,            , ','        , '**'         , 2        
SUB  , NAME         , '=='       , '{'        , NAME         , 2        
INS  , NEWLINE      ,            , NEWLINE    , 'import'     , 2        
INS  , ']'          ,            , EOS        , '...'        , 2        
DEL  , STRING       , ','        , ')'        ,              , 2        
DEL  , NEWLINE      , 99         , 'finally'  ,              , 2        
SUB  , NEWLINE      , 'while'    , 'True'     , NAME         , 2        
SUB  , STRING       , ']'        , EOS        , ','          , 2        
INS  , '->'         ,            , EOS        , NAME         , 2        
SUB  , STRING       , ':'        , '['        , ','          , 2        
INS  , BOS          ,            , '*'        , '**'         , 2        
DEL  , 98           , NAME       , '.'        ,              , 2        
DEL  , NAME         , NEWLINE    , NUMBER     ,              , 2        
INS  , NAME         ,            , '%'        , NAME         , 2        
SUB  , '('          , ')'        , ','        , STRING       , 2        
DEL  , '>'          , NAME       , NEWLINE    ,              , 2        
INS  , ')'          ,            , '>'        , '='          , 2        
INS  , 'for'        ,            , NAME       , '['          , 2        
INS  , '.'          ,            , NAME       , '**'         , 2        
SUB  , NAME         , '='        , NAME       , '('          , 2        
INS  , BOS          ,            , NEWLINE    , '>'          , 2        
DEL  , NUMBER       , '['        , NUMBER     ,              , 2        
SUB  , NUMBER       , ']'        , EOS        , ','          , 2        
INS  , ']'          ,            , STRING     , NEWLINE      , 2        
SUB  , '-'          , NAME       , EOS        , '-'          , 2        
INS  , '=='         ,            , NUMBER     , NUMBER       , 2        
INS  , STRING       ,            , NUMBER     , '='          , 2        
INS  , NEWLINE      ,            , '{'        , 99           , 2        
INS  , '...'        ,            , EOS        , NAME         , 2        
SUB  , ','          , NAME       , ')'        , 'lambda'     , 2        
SUB  , ','          , NAME       , ','        , 'lambda'     , 2        
INS  , '~'          ,            , EOS        , '~'          , 2        
INS  , ']'          ,            , '('        , NAME         , 2        
SUB  , 'return'     , ')'        , NEWLINE    , NAME         , 2        
INS  , BOS          ,            , NAME       , ':'          , 2        
INS  , NEWLINE      ,            , NEWLINE    , '-'          , 2        
DEL  , NEWLINE      , 99         , 'with'     ,              , 2        
SUB  , 99           , '('        , STRING     , NAME         , 2        
INS  , STRING       ,            , NEWLINE    , '&'          , 2        
DEL  , ':'          , 98         , 'yield'    ,              , 2        
INS  , '['          ,            , '('        , '('          , 2        
INS  , NAME         ,            , 'return'   , NAME         , 2        
SUB  , '='          , NAME       , '['        , 'def'        , 2        
SUB  , ']'          , NEWLINE    , NAME       , ','          , 2        
INS  , NAME         ,            , NEWLINE    , 'with'       , 2        
INS  , ']'          ,            , '['        , ';'          , 2        
INS  , '=='         ,            , NAME       , '>'          , 2        
SUB  , NAME         , ')'        , NEWLINE    , NEWLINE      , 2        
SUB  , 'import'     , NAME       , EOS        , 'class'      , 2        
DEL  , '}'          , ','        , '('        ,              , 2        
INS  , NAME         ,            , NEWLINE    , '|'          , 2        
INS  , ')'          ,            , EOS        , 'return'     , 2        
