Type , Left         , Old Mid    , Right      , New Mid      , Frequency
INS  , '['          ,            , NAME       , '/'          , 1        
SUB  , NUMBER       , ','        , NUMBER     , 'None'       , 1        
SUB  , '='          , NAME       , '.'        , 'in'         , 1        
SUB  , ']'          , ','        , '}'        , '...'        , 1        
SUB  , '}'          , ','        , ']'        , '...'        , 1        
DEL  , BOS          , NAME       , 'as'       ,              , 1        
DEL  , BOS          , 'as'       , NAME       ,              , 1        
INS  , NUMBER       ,            , '['        , '.'          , 1        
DEL  , ':'          , NEWLINE    , 99         ,              , 1        
DEL  , ':'          , 99         , EOS        ,              , 1        
INS  , 'if'         ,            , NAME       , 'not'        , 1        
SUB  , STRING       , NEWLINE    , STRING     , NAME         , 1        
SUB  , '('          , NAME       , ','        , NUMBER       , 1        
DEL  , ','          , '='        , STRING     ,              , 1        
INS  , 'def'        ,            , NAME       , ':'          , 1        
SUB  , NEWLINE      , 98         , '...'      , NAME         , 1        
SUB  , ')'          , ')'        , ']'        , ','          , 1        
SUB  , ']'          , ','        , '('        , ']'          , 1        
INS  , NAME         ,            , '*'        , NUMBER       , 1        
INS  , 99           ,            , NAME       , 'and'        , 1        
INS  , 'and'        ,            , NAME       , 'continue'   , 1        
SUB  , NEWLINE      , NAME       , EOS        , STRING       , 1        
INS  , BOS          ,            , '['        , '='          , 1        
SUB  , NEWLINE      , '['        , STRING     , 98           , 1        
INS  , STRING       ,            , ']'        , NEWLINE      , 1        
SUB  , ','          , STRING     , ','        , ';'          , 1        
SUB  , ','          , STRING     , ']'        , ';'          , 1        
SUB  , '...'        , STRING     , ']'        , UNKNOWN_CHAR , 1        
INS  , ')'          ,            , '!='       , '<='         , 1        
INS  , '!='         ,            , '('        , '>'          , 1        
SUB  , NAME         , ':'        , '['        , NEWLINE      , 1        
INS  , STRING       ,            , STRING     , ','          , 1        
SUB  , '='          , 'in'       , NAME       , NUMBER       , 1        
SUB  , NUMBER       , NAME       , ':'        , ','          , 1        
SUB  , ','          , ':'        , NEWLINE    , NAME         , 1        
INS  , BOS          ,            , 'global'   , UNKNOWN_CHAR , 1        
SUB  , NEWLINE      , 'from'     , NAME       , 98           , 1        
SUB  , 98           , NAME       , 'import'   , 'from'       , 1        
INS  , BOS          ,            , '['        , '('          , 1        
INS  , ')'          ,            , EOS        , ')'          , 1        
SUB  , BOS          , 'import'   , NAME       , 'for'        , 1        
DEL  , NAME         , NEWLINE    , 'for'      ,              , 1        
INS  , STRING       ,            , EOS        , '/'          , 1        
SUB  , 99           , NAME       , '='        , 'try'        , 1        
SUB  , ','          , NAME       , ')'        , 'try'        , 1        
SUB  , '('          , NAME       , ')'        , 'try'        , 1        
DEL  , '+'          , NAME       , ']'        ,              , 1        
INS  , ')'          ,            , EOS        , '...'        , 1        
SUB  , 'in'         , NAME       , ':'        , 'return'     , 1        
INS  , BOS          ,            , 'with'     , '>'          , 1        
SUB  , NEWLINE      , 99         , NAME       , '>'          , 1        
INS  , NEWLINE      ,            , '@'        , UNKNOWN_CHAR , 1        
SUB  , STRING       , NEWLINE    , '{'        , ','          , 1        
SUB  , ','          , '{'        , STRING     , NEWLINE      , 1        
INS  , NAME         ,            , '('        , '-'          , 1        
INS  , '-'          ,            , '('        , NUMBER       , 1        
INS  , BOS          ,            , 'def'      , '<'          , 1        
INS  , '<'          ,            , 'def'      , NAME         , 1        
INS  , NAME         ,            , 'def'      , '>'          , 1        
SUB  , '='          , '('        , '['        , NEWLINE      , 1        
DEL  , '/'          , NAME       , ')'        ,              , 1        
SUB  , STRING       , '.'        , NAME       , ','          , 1        
SUB  , NAME         , '='        , NAME       , ','          , 1        
SUB  , NAME         , STRING     , ','        , '='          , 1        
INS  , 99           ,            , 'def'      , '**'         , 1        
INS  , '**'         ,            , 'def'      , '*'          , 1        
SUB  , NEWLINE      , NAME       , EOS        , 'from'       , 1        
SUB  , NAME         , 'import'   , '*'        , '.'          , 1        
SUB  , '{'          , '**'       , NAME       , '...'        , 1        
SUB  , NEWLINE      , 'import'   , NAME       , '%'          , 1        
SUB  , NEWLINE      , NAME       , '['        , 98           , 1        
INS  , NEWLINE      ,            , '-'        , '<'          , 1        
SUB  , NUMBER       , ','        , NUMBER     , NEWLINE      , 1        
SUB  , NEWLINE      , NUMBER     , EOS        , 99           , 1        
SUB  , '-'          , STRING     , ':'        , '-'          , 1        
SUB  , '-'          , ':'        , NEWLINE    , STRING       , 1        
SUB  , NAME         , '='        , NUMBER     , NAME         , 1        
SUB  , NUMBER       , '('        , NAME       , NEWLINE      , 1        
INS  , NAME         ,            , '/'        , NEWLINE      , 1        
SUB  , NAME         , 99         , 'import'   , NEWLINE      , 1        
SUB  , ')'          , 'for'      , NAME       , 'if'         , 1        
INS  , STRING       ,            , '-'        , '...'        , 1        
INS  , '...'        ,            , '-'        , ']'          , 1        
SUB  , NUMBER       , ']'        , EOS        , NAME         , 1        
INS  , '/'          ,            , NAME       , '*'          , 1        
SUB  , '*'          , STRING     , EOS        , '/'          , 1        
INS  , '.'          ,            , NEWLINE    , '@'          , 1        
SUB  , '('          , ')'        , ')'        , ','          , 1        
INS  , BOS          ,            , STRING     , '{'          , 1        
INS  , STRING       ,            , '['        , ':'          , 1        
SUB  , BOS          , '='        , NAME       , 'def'        , 1        
SUB  , '('          , STRING     , ')'        , ')'          , 1        
SUB  , ')'          , ')'        , NEWLINE    , ':'          , 1        
SUB  , NEWLINE      , ']'        , '>>'       , '>>'         , 1        
SUB  , '>>'         , '>>'       , '['        , '>'          , 1        
INS  , STRING       ,            , '}'        , ')'          , 1        
INS  , '='          ,            , '('        , UNKNOWN_CHAR , 1        
SUB  , NAME         , 98         , 'None'     , '='          , 1        
INS  , '('          ,            , NUMBER     , ','          , 1        
INS  , '('          ,            , STRING     , '.'          , 1        
INS  , NAME         ,            , ']'        , STRING       , 1        
SUB  , NAME         , ','        , ')'        , UNKNOWN_CHAR , 1        
INS  , NEWLINE      ,            , 'raise'    , 99           , 1        
SUB  , ')'          , NEWLINE    , '['        , '-'          , 1        
SUB  , '-'          , '['        , NAME       , '->'         , 1        
SUB  , 'if'         , NAME       , '!='       , 'pass'       , 1        
INS  , NAME         ,            , '@'        , '('          , 1        
SUB  , NUMBER       , ':'        , NAME       , ','          , 1        
DEL  , '('          , STRING     , '<'        ,              , 1        
DEL  , '<'          , STRING     , ','        ,              , 1        
SUB  , NAME         , '}'        , ')'        , '>'          , 1        
INS  , NAME         ,            , 'None'     , NAME         , 1        
INS  , NAME         ,            , EOS        , 'False'      , 1        
DEL  , '['          , ']'        , EOS        ,              , 1        
INS  , '>'          ,            , NUMBER     , '='          , 1        
INS  , 'global'     ,            , NAME       , '('          , 1        
SUB  , NUMBER       , ':'        , NUMBER     , ','          , 1        
SUB  , NEWLINE      , 99         , EOS        , UNKNOWN_CHAR , 1        
DEL  , NEWLINE      , '['        , '...'      ,              , 1        
SUB  , '...'        , ']'        , NEWLINE    , '.'          , 1        
DEL  , ':'          , '('        , '('        ,              , 1        
DEL  , ']'          , STRING     , ':'        ,              , 1        
DEL  , ']'          , ':'        , STRING     ,              , 1        
SUB  , ']'          , STRING     , '}'        , '}'          , 1        
INS  , NAME         ,            , '>>'       , ']'          , 1        
INS  , '('          ,            , '-'        , '['          , 1        
INS  , ']'          ,            , '>>'       , ')'          , 1        
INS  , ')'          ,            , '=='       , '<='         , 1        
INS  , ')'          ,            , NEWLINE    , '>'          , 1        
INS  , '{'          ,            , STRING     , '@'          , 1        
DEL  , NEWLINE      , 99         , 'pass'     ,              , 1        
INS  , 98           ,            , 'return'   , 'return'     , 1        
SUB  , NUMBER       , '}'        , '}'        , ','          , 1        
SUB  , '>>'         , 98         , 'return'   , '>>'         , 1        
SUB  , '>>'         , 98         , NAME       , '>>'         , 1        
DEL  , NEWLINE      , 99         , 'from'     ,              , 1        
SUB  , '-'          , ':'        , STRING     , NAME         , 1        
DEL  , NEWLINE      , 98         , 'assert'   ,              , 1        
SUB  , 'None'       , ','        , NAME       , NAME         , 1        
SUB  , NUMBER       , STRING     , ','        , NAME         , 1        
SUB  , NEWLINE      , 'for'      , NAME       , 'while'      , 1        
SUB  , 99           , '*'        , NUMBER     , '**'         , 1        
SUB  , '**'         , NUMBER     , EOS        , '*'          , 1        
INS  , STRING       ,            , 'and'      , UNKNOWN_CHAR , 1        
INS  , UNKNOWN_CHAR ,            , 'and'      , NAME         , 1        
INS  , 98           ,            , NEWLINE    , '**'         , 1        
INS  , NUMBER       ,            , '['        , UNKNOWN_CHAR , 1        
INS  , NUMBER       ,            , '+'        , NAME         , 1        
DEL  , 'import'     , NEWLINE    , 'try'      ,              , 1        
DEL  , 'import'     , 'try'      , ':'        ,              , 1        
DEL  , 'import'     , ':'        , NAME       ,              , 1        
INS  , '=='         ,            , NUMBER     , '**'         , 1        
DEL  , NAME         , '('        , '+'        ,              , 1        
SUB  , NUMBER       , ')'        , ','        , NEWLINE      , 1        
SUB  , NEWLINE      , ','        , NAME       , 99           , 1        
INS  , NAME         ,            , NEWLINE    , 'return'     , 1        
INS  , 'return'     ,            , NEWLINE    , STRING       , 1        
INS  , ')'          ,            , 'is'       , NAME         , 1        
SUB  , '+'          , NAME       , NEWLINE    , 'def'        , 1        
INS  , '.'          ,            , STRING     , '.'          , 1        
SUB  , NEWLINE      , 98         , 'with'     , 99           , 1        
INS  , NAME         ,            , 'not'      , STRING       , 1        
INS  , 'in'         ,            , NAME       , '<'          , 1        
SUB  , NEWLINE      , NAME       , '.'        , 'class'      , 1        
SUB  , '.'          , NAME       , 'import'   , 'class'      , 1        
DEL  , 'in'         , '('        , NUMBER     ,              , 1        
SUB  , NUMBER       , ')'        , ':'        , NUMBER       , 1        
INS  , NUMBER       ,            , ')'        , STRING       , 1        
SUB  , STRING       , ')'        , ','        , NAME         , 1        
INS  , 99           ,            , '['        , UNKNOWN_CHAR , 1        
INS  , '=='         ,            , STRING     , '.'          , 1        
SUB  , NAME         , ':'        , NEWLINE    , '=='         , 1        
SUB  , STRING       , ']'        , '='        , NAME         , 1        
SUB  , STRING       , NEWLINE    , NAME       , NUMBER       , 1        
SUB  , ')'          , 99         , EOS        , UNKNOWN_CHAR , 1        
SUB  , '-'          , STRING     , ':'        , NUMBER       , 1        
DEL  , NAME         , NUMBER     , '['        ,              , 1        
SUB  , NEWLINE      , '+'        , NAME       , 'for'        , 1        
INS  , '...'        ,            , ']'        , '/'          , 1        
INS  , '+'          ,            , STRING     , NUMBER       , 1        
SUB  , NAME         , STRING     , EOS        , '=='         , 1        
SUB  , NEWLINE      , 'assert'   , NAME       , 'if'         , 1        
SUB  , NEWLINE      , 'not'      , NAME       , 'if'         , 1        
SUB  , ']'          , 'is'       , NUMBER     , '='          , 1        
SUB  , ','          , STRING     , ','        , ','          , 1        
INS  , NEWLINE      ,            , '/'        , 99           , 1        
INS  , 99           ,            , '/'        , '<'          , 1        
SUB  , NAME         , 99         , EOS        , '>'          , 1        
INS  , NEWLINE      ,            , EOS        , '{'          , 1        
INS  , STRING       ,            , STRING     , '['          , 1        
DEL  , NAME         , STRING     , ')'        ,              , 1        
DEL  , 'except'     , ':'        , NAME       ,              , 1        
DEL  , ','          , '['        , '{'        ,              , 1        
INS  , '}'          ,            , ']'        , '['          , 1        
INS  , ')'          ,            , NAME       , NAME         , 1        
SUB  , NAME         , '['        , NAME       , NAME         , 1        
INS  , '='          ,            , ','        , UNKNOWN_CHAR , 1        
SUB  , NAME         , NEWLINE    , NAME       , 'and'        , 1        
INS  , NUMBER       ,            , ':'        , STRING       , 1        
INS  , NAME         ,            , '<'        , '-'          , 1        
SUB  , '-'          , '<'        , NAME       , NUMBER       , 1        
SUB  , NUMBER       , NAME       , ')'        , '>'          , 1        
INS  , ':'          ,            , 'return'   , 'return'     , 1        
SUB  , NEWLINE      , 'return'   , STRING     , 99           , 1        
SUB  , 99           , STRING     , STRING     , 'return'     , 1        
INS  , NUMBER       ,            , '^'        , NAME         , 1        
DEL  , ')'          , ':'        , '{'        ,              , 1        
SUB  , STRING       , ']'        , NEWLINE    , '}'          , 1        
DEL  , '['          , ']'        , ']'        ,              , 1        
SUB  , '='          , NEWLINE    , NAME       , '['          , 1        
SUB  , '='          , '['        , NAME       , STRING       , 1        
SUB  , STRING       , ')'        , '('        , STRING       , 1        
SUB  , NAME         , NEWLINE    , STRING     , NAME         , 1        
INS  , '*'          ,            , ','        , '.'          , 1        
DEL  , BOS          , STRING     , 'if'       ,              , 1        
INS  , '>>'         ,            , 'def'      , '>>'         , 1        
SUB  , UNKNOWN_CHAR , ']'        , ')'        , NAME         , 1        
SUB  , ','          , STRING     , ']'        , NAME         , 1        
INS  , '='          ,            , ']'        , NUMBER       , 1        
INS  , UNKNOWN_CHAR ,            , '['        , NAME         , 1        
INS  , '{'          ,            , '('        , '('          , 1        
DEL  , ')'          , STRING     , ')'        ,              , 1        
INS  , 'return'     ,            , NUMBER     , '='          , 1        
SUB  , NAME         , STRING     , ':'        , '.'          , 1        
SUB  , ','          , '}'        , EOS        , NEWLINE      , 1        
INS  , '('          ,            , '*'        , '.'          , 1        
INS  , ')'          ,            , ':'        , ')'          , 1        
INS  , 98           ,            , NEWLINE    , 'import'     , 1        
SUB  , NAME         , STRING     , ','        , '/'          , 1        
INS  , 99           ,            , EOS        , '>'          , 1        
INS  , '>'          ,            , EOS        , ']'          , 1        
INS  , STRING       ,            , 'and'      , NEWLINE      , 1        
SUB  , '...'        , ','        , ')'        , NUMBER       , 1        
SUB  , NUMBER       , ')'        , ']'        , NAME         , 1        
DEL  , ']'          , '['        , '...'      ,              , 1        
SUB  , '...'        , ','        , ']'        , NUMBER       , 1        
SUB  , NUMBER       , ']'        , ']'        , NAME         , 1        
SUB  , ')'          , '<'        , NUMBER     , ','          , 1        
INS  , 'elif'       ,            , NAME       , ':'          , 1        
DEL  , ')'          , 'return'   , EOS        ,              , 1        
SUB  , '{'          , '}'        , EOS        , NAME         , 1        
INS  , NAME         ,            , 'in'       , 'not'        , 1        
SUB  , NAME         , 'if'       , NAME       , '.'          , 1        
INS  , ','          ,            , '}'        , '.'          , 1        
INS  , NUMBER       ,            , ']'        , ':'          , 1        
SUB  , '('          , STRING     , ','        , NAME         , 1        
DEL  , '['          , '('        , NUMBER     ,              , 1        
INS  , '{'          ,            , '}'        , STRING       , 1        
SUB  , NAME         , ','        , '{'        , STRING       , 1        
INS  , STRING       ,            , '.'        , NEWLINE      , 1        
SUB  , 'return'     , '{'        , STRING     , '('          , 1        
SUB  , STRING       , ')'        , ')'        , NAME         , 1        
SUB  , NAME         , '('        , ')'        , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , ')'        , ')'        , UNKNOWN_CHAR , 1        
SUB  , '['          , STRING     , ','        , NAME         , 1        
SUB  , '.'          , NAME       , '('        , 'assert'     , 1        
SUB  , NUMBER       , ','        , '-'        , NUMBER       , 1        
SUB  , NEWLINE      , '['        , '['        , 98           , 1        
SUB  , NAME         , STRING     , NEWLINE    , ':'          , 1        
INS  , ':'          ,            , NUMBER     , '='          , 1        
DEL  , '<'          , NUMBER     , 'for'      ,              , 1        
SUB  , '='          , '=='       , 'False'    , UNKNOWN_CHAR , 1        
SUB  , '='          , '=='       , 'False'    , STRING       , 1        
SUB  , ']'          , STRING     , EOS        , UNKNOWN_CHAR , 1        
INS  , NAME         ,            , NEWLINE    , 'class'      , 1        
INS  , 'class'      ,            , NEWLINE    , 'def'        , 1        
INS  , BOS          ,            , 'import'   , '('          , 1        
SUB  , '('          , '('        , NAME       , 'import'     , 1        
SUB  , NAME         , ','        , NAME       , 'as'         , 1        
DEL  , '('          , ')'        , '.'        ,              , 1        
DEL  , '('          , '.'        , NAME       ,              , 1        
SUB  , '('          , NAME       , '('        , STRING       , 1        
INS  , ')'          ,            , '-'        , UNKNOWN_CHAR , 1        
INS  , 98           ,            , NEWLINE    , 'yield'      , 1        
INS  , 'yield'      ,            , NEWLINE    , NAME         , 1        
INS  , ']'          ,            , '['        , '...'        , 1        
INS  , 98           ,            , '...'      , '<'          , 1        
INS  , 99           ,            , '...'      , '<'          , 1        
DEL  , '>'          , NUMBER     , NEWLINE    ,              , 1        
DEL  , NAME         , '<'        , NUMBER     ,              , 1        
INS  , ')'          ,            , NEWLINE    , '<'          , 1        
INS  , '}'          ,            , '|'        , '|'          , 1        
INS  , '|'          ,            , '|'        , '|'          , 1        
SUB  , NAME         , NAME       , NEWLINE    , '*'          , 1        
DEL  , ':'          , 98         , 'for'      ,              , 1        
INS  , NEWLINE      ,            , '.'        , '.'          , 1        
SUB  , 'True'       , NAME       , EOS        , UNKNOWN_CHAR , 1        
SUB  , ','          , NAME       , ']'        , ':'          , 1        
DEL  , ']'          , '='        , NUMBER     ,              , 1        
DEL  , STRING       , 'None'     , ','        ,              , 1        
INS  , BOS          ,            , NEWLINE    , 'in'         , 1        
INS  , 'in'         ,            , NEWLINE    , NAME         , 1        
INS  , 'from'       ,            , NAME       , UNKNOWN_CHAR , 1        
DEL  , 'return'     , '('        , '{'        ,              , 1        
INS  , ')'          ,            , EOS        , 'import'     , 1        
INS  , 'import'     ,            , EOS        , NAME         , 1        
DEL  , STRING       , NEWLINE    , 'def'      ,              , 1        
SUB  , NAME         , 'from'     , NAME       , 'is'         , 1        
SUB  , NAME         , NAME       , NEWLINE    , ':'          , 1        
INS  , NAME         ,            , NAME       , 'return'     , 1        
INS  , 'and'        ,            , '['        , NEWLINE      , 1        
SUB  , ')'          , ']'        , ')'        , NEWLINE      , 1        
SUB  , STRING       , STRING     , ':'        , NAME         , 1        
INS  , '}'          ,            , ','        , NEWLINE      , 1        
SUB  , NEWLINE      , ','        , STRING     , 98           , 1        
DEL  , '='          , '{'        , '('        ,              , 1        
SUB  , '='          , ')'        , ':'        , '<'          , 1        
SUB  , '<'          , ':'        , NAME       , NAME         , 1        
SUB  , NAME         , '}'        , NEWLINE    , '>'          , 1        
INS  , '='          ,            , 'True'     , NAME         , 1        
SUB  , NAME         , 'True'     , ','        , NAME         , 1        
INS  , NAME         ,            , '.'        , ','          , 1        
INS  , ')'          ,            , NEWLINE    , '->'         , 1        
INS  , '->'         ,            , NEWLINE    , NAME         , 1        
DEL  , '}'          , ','        , ')'        ,              , 1        
SUB  , 98           , NAME       , '.'        , 'return'     , 1        
INS  , ')'          ,            , ','        , '.'          , 1        
DEL  , '&'          , NAME       , ';'        ,              , 1        
INS  , ','          ,            , '...'      , NEWLINE      , 1        
INS  , '...'        ,            , ']'        , NEWLINE      , 1        
SUB  , ','          , ')'        , EOS        , '...'        , 1        
INS  , '%'          ,            , STRING     , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , STRING     , NEWLINE    , ';'          , 1        
INS  , 99           ,            , 'class'    , 'class'      , 1        
SUB  , NAME         , ']'        , NEWLINE    , '('          , 1        
SUB  , '('          , NEWLINE    , EOS        , NAME         , 1        
SUB  , NAME         , ','        , '('        , NAME         , 1        
SUB  , '['          , ']'        , '}'        , STRING       , 1        
INS  , '->'         ,            , NEWLINE    , 'True'       , 1        
INS  , NAME         ,            , EOS        , '->'         , 1        
INS  , '->'         ,            , EOS        , 'False'      , 1        
INS  , '('          ,            , STRING     , ')'          , 1        
INS  , 98           ,            , 'while'    , UNKNOWN_CHAR , 1        
SUB  , NUMBER       , ')'        , ')'        , STRING       , 1        
SUB  , STRING       , ')'        , NEWLINE    , NAME         , 1        
DEL  , '=='         , STRING     , ','        ,              , 1        
SUB  , '=='         , ','        , NAME       , NAME         , 1        
SUB  , BOS          , NAME       , '%'        , '%'          , 1        
SUB  , NEWLINE      , 99         , 99         , 'break'      , 1        
INS  , ':'          ,            , '{'        , UNKNOWN_CHAR , 1        
INS  , BOS          ,            , 'not'      , 'if'         , 1        
SUB  , NAME         , ':'        , ']'        , ')'          , 1        
INS  , 'True'       ,            , NAME       , NEWLINE      , 1        
SUB  , STRING       , STRING     , ','        , ';'          , 1        
DEL  , NAME         , ']'        , '('        ,              , 1        
INS  , BOS          ,            , NEWLINE    , '{'          , 1        
INS  , '{'          ,            , NEWLINE    , UNKNOWN_CHAR , 1        
SUB  , ':'          , NEWLINE    , '{'        , '['          , 1        
INS  , ']'          ,            , '//'       , NAME         , 1        
INS  , NEWLINE      ,            , '{'        , '>'          , 1        
INS  , ')'          ,            , '//'       , '.'          , 1        
DEL  , STRING       , ':'        , '...'      ,              , 1        
SUB  , NAME         , STRING     , EOS        , NAME         , 1        
DEL  , ':'          , '{'        , NUMBER     ,              , 1        
DEL  , ']'          , '<'        , NAME       ,              , 1        
SUB  , NEWLINE      , '.'        , NAME       , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , NAME       , '('        , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , '('        , ')'        , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , ')'        , EOS        , UNKNOWN_CHAR , 1        
SUB  , NAME         , NUMBER     , ','        , '.'          , 1        
INS  , NAME         ,            , NAME       , '/'          , 1        
INS  , ')'          ,            , '='        , '<='         , 1        
INS  , 98           ,            , NAME       , '&'          , 1        
SUB  , NEWLINE      , '.'        , NAME       , 'def'        , 1        
SUB  , 99           , 'elif'     , STRING     , NAME         , 1        
INS  , 'class'      ,            , NAME       , UNKNOWN_CHAR , 1        
DEL  , NEWLINE      , NUMBER     , ')'        ,              , 1        
SUB  , NEWLINE      , ')'        , NEWLINE    , '&'          , 1        
DEL  , ')'          , NAME       , ']'        ,              , 1        
SUB  , '+'          , STRING     , NEWLINE    , UNKNOWN_CHAR , 1        
INS  , 98           ,            , NAME       , '%'          , 1        
SUB  , '('          , NAME       , ','        , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , ','        , NAME       , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , ')'        , NEWLINE    , UNKNOWN_CHAR , 1        
SUB  , NEWLINE      , 98         , 'while'    , '/'          , 1        
SUB  , NEWLINE      , 98         , NAME       , '/'          , 1        
SUB  , 98           , NAME       , '='        , 'return'     , 1        
INS  , '['          ,            , '='        , ']'          , 1        
INS  , '='          ,            , STRING     , NUMBER       , 1        
INS  , '='          ,            , '-'        , UNKNOWN_CHAR , 1        
DEL  , '['          , '{'        , '('        ,              , 1        
INS  , NEWLINE      ,            , 'import'   , '>'          , 1        
DEL  , NUMBER       , '='        , NAME       ,              , 1        
SUB  , 98           , '='        , NAME       , 'if'         , 1        
SUB  , NAME         , '='        , NUMBER     , '=='         , 1        
SUB  , NUMBER       , NEWLINE    , 'while'    , '|'          , 1        
SUB  , '|'          , 'while'    , NAME       , '|'          , 1        
INS  , NAME         ,            , 'and'      , '!='         , 1        
SUB  , '!='         , 'and'      , NAME       , NAME         , 1        
INS  , NAME         ,            , NAME       , ']'          , 1        
INS  , ']'          ,            , NAME       , ')'          , 1        
SUB  , NUMBER       , ','        , ']'        , '...'        , 1        
INS  , ')'          ,            , '!='       , NUMBER       , 1        
SUB  , NUMBER       , '!='       , STRING     , '='          , 1        
INS  , NAME         ,            , '.'        , ']'          , 1        
SUB  , NAME         , ')'        , '/'        , STRING       , 1        
SUB  , NUMBER       , ':'        , 'return'   , NEWLINE      , 1        
DEL  , ')'          , NEWLINE    , 'try'      ,              , 1        
DEL  , ')'          , 'try'      , ':'        ,              , 1        
DEL  , '/'          , '('        , NAME       ,              , 1        
DEL  , ')'          , NEWLINE    , 'async'    ,              , 1        
INS  , BOS          ,            , 'if'       , '>'          , 1        
SUB  , NEWLINE      , 99         , NAME       , '>>'         , 1        
INS  , '('          ,            , 'False'    , NAME         , 1        
INS  , NAME         ,            , 'False'    , NAME         , 1        
INS  , BOS          ,            , 'def'      , '**'         , 1        
DEL  , '['          , STRING     , '=='       ,              , 1        
SUB  , '['          , '=='       , NAME       , UNKNOWN_CHAR , 1        
INS  , 'lambda'     ,            , NAME       , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , NAME       , ':'        , UNKNOWN_CHAR , 1        
SUB  , 99           , 99         , NAME       , NAME         , 1        
SUB  , ','          , '<'        , NAME       , NAME         , 1        
INS  , '**'         ,            , STRING     , '*'          , 1        
INS  , '**'         ,            , '}'        , '*'          , 1        
INS  , STRING       ,            , '>'        , NAME         , 1        
INS  , NUMBER       ,            , EOS        , '.'          , 1        
INS  , 99           ,            , '{'        , NAME         , 1        
INS  , NAME         ,            , '{'        , UNKNOWN_CHAR , 1        
DEL  , '{'          , '('        , NUMBER     ,              , 1        
DEL  , ')'          , 99         , 'except'   ,              , 1        
DEL  , ')'          , 'except'   , ':'        ,              , 1        
INS  , 99           ,            , 'True'     , 'while'      , 1        
INS  , 'True'       ,            , NEWLINE    , ':'          , 1        
SUB  , BOS          , 'while'    , NAME       , NAME         , 1        
INS  , 'is'         ,            , NAME       , 'as'         , 1        
SUB  , ')'          , NEWLINE    , NAME       , '['          , 1        
SUB  , NUMBER       , ':'        , NEWLINE    , ';'          , 1        
INS  , BOS          ,            , 'def'      , '>'          , 1        
SUB  , NEWLINE      , 99         , 'for'      , '>'          , 1        
DEL  , 'True'       , ')'        , '.'        ,              , 1        
SUB  , NEWLINE      , '='        , '('        , '('          , 1        
SUB  , '('          , '('        , NAME       , NAME         , 1        
SUB  , NAME         , STRING     , NEWLINE    , ';'          , 1        
SUB  , NAME         , STRING     , ':'        , NUMBER       , 1        
SUB  , NUMBER       , ':'        , STRING     , NUMBER       , 1        
SUB  , ','          , ']'        , ']'        , STRING       , 1        
INS  , 'not'        ,            , NEWLINE    , NAME         , 1        
SUB  , NAME         , '='        , NAME       , '**'         , 1        
INS  , STRING       ,            , '='        , ')'          , 1        
SUB  , ')'          , STRING     , ')'        , NEWLINE      , 1        
SUB  , NUMBER       , NUMBER     , ','        , ':'          , 1        
INS  , ')'          ,            , '('        , 'and'        , 1        
SUB  , NAME         , STRING     , ')'        , ';'          , 1        
SUB  , NAME         , STRING     , '}'        , '.'          , 1        
SUB  , '.'          , '}'        , EOS        , '.'          , 1        
SUB  , 'if'         , NAME       , '>'        , 'pass'       , 1        
INS  , NEWLINE      ,            , NAME       , 'class'      , 1        
INS  , '*'          ,            , '('        , NEWLINE      , 1        
SUB  , NEWLINE      , 'class'    , NAME       , 98           , 1        
DEL  , ':'          , STRING     , ':'        ,              , 1        
SUB  , ':'          , ':'        , STRING     , NUMBER       , 1        
INS  , NAME         ,            , ','        , 'as'         , 1        
INS  , '...'        ,            , ','        , ':'          , 1        
INS  , '='          ,            , NAME       , 'global'     , 1        
INS  , '='          ,            , STRING     , NEWLINE      , 1        
INS  , 99           ,            , NAME       , '('          , 1        
INS  , '@'          ,            , NAME       , '%'          , 1        
INS  , NEWLINE      ,            , ']'        , 98           , 1        
INS  , '}'          ,            , 'and'      , '...'        , 1        
SUB  , UNKNOWN_CHAR , STRING     , ')'        , '+'          , 1        
INS  , 99           ,            , NEWLINE    , STRING       , 1        
INS  , NAME         ,            , '=='       , STRING       , 1        
SUB  , NAME         , 'as'       , NAME       , '-'          , 1        
SUB  , NAME         , 'from'     , NAME       , '-'          , 1        
SUB  , NAME         , STRING     , ']'        , ':'          , 1        
SUB  , ':'          , ']'        , EOS        , NAME         , 1        
DEL  , 'None'       , '}'        , '}'        ,              , 1        
INS  , 99           ,            , EOS        , ')'          , 1        
INS  , NAME         ,            , '('        , ')'          , 1        
INS  , '<'          ,            , NAME       , '('          , 1        
SUB  , '<'          , STRING     , '+'        , UNKNOWN_CHAR , 1        
INS  , NAME         ,            , 'in'       , '/'          , 1        
INS  , 'import'     ,            , NAME       , 'from'       , 1        
INS  , '.'          ,            , ','        , '.'          , 1        
INS  , '['          ,            , ']'        , 'def'        , 1        
INS  , ','          ,            , NAME       , 'not'        , 1        
INS  , '('          ,            , EOS        , ')'          , 1        
