Snippet length, Patch size, Time to find human repair (ms), First valid repair, Total repairs sampled, Distinct valid repairs, Throughput
6, 1, 462, 198, 84841, 187, 183
157, 1, 8376, 7044, 132031, 49, 15
36, 2, 481, 448, 17451, 1, 36
37, 1, 282, 271, 2660, 5, 9
45, 2, 291, 284, 1447, 1, 4
23, 2, 66, 62, 759, 2, 11
144, 2, 1236, 1234, 410, 1, 0
29, 2, 634, 373, 31609, 23, 49
13, 3, 1598, 0, 201386, 1, 125
26, 3, 419, 318, 18310, 31, 43
76, 1, 5479, 3230, 236322, 568, 43
55, 1, 727, 597, 21332, 57, 29
35, 1, 356, 312, 6442, 6, 18
27, 1, 620, 537, 9849, 9, 15
144, 1, 3959, 3481, 36463, 6, 9
160, 2, 6399, 6058, 64687, 15, 10
32, 2, 141, 140, 1184, 1, 8
24, 2, 7466, 3966, 868588, 48, 116
29, 2, 96, 87, 989, 3, 10
79, 2, 1135, 1065, 11482, 11, 10
12, 3, 1505, 455, 225985, 10, 150
76, 2, 460, 432, 4467, 6, 9
16, 1, 140, 137, 747, 9, 5
79, 2, 677, 662, 4690, 2, 6
20, 1, 58, 0, 2167, 1, 36
32, 2, 291, 266, 8977, 5, 30
34, 1, 1118, 0, 53563, 1, 47
108, 1, 3205, 2284, 66048, 96, 20
8, 1, 13, 0, 593, 1, 42
46, 1, 135, 124, 2298, 5, 16
81, 2, 753, 0, 349, 1, 0
60, 1, 1086, 721, 37336, 102, 34
13, 3, 1134, 462, 122788, 126, 108
64, 2, 794, 695, 21257, 19, 26
10, 1, 274, 202, 38027, 7, 138
76, 2, 798, 676, 23773, 22, 29
74, 2, 1671, 1346, 57241, 50, 34
12, 1, 30, 28, 592, 3, 19
75, 2, 678, 0, 853, 1, 1
39, 2, 2930, 2297, 133450, 1, 45
42, 1, 597, 332, 37062, 74, 61
47, 1, 3585, 2479, 188521, 212, 52
50, 1, 1263, 1131, 35289, 6, 27
44, 1, 327, 306, 5994, 3, 18
38, 1, 487, 390, 14689, 96, 30
64, 1, 1553, 1074, 40873, 30, 26
29, 1, 80, 0, 33, 1, 0
53, 2, 461, 0, 3326, 1, 7
12, 1, 609, 293, 80119, 9, 131
22, 2, 36, 30, 1547, 3, 41
19, 2, 6875, 2926, 692353, 10, 100
14, 1, 11, 10, 150, 2, 12
72, 2, 4554, 3527, 199267, 59, 43
21, 2, 420, 346, 18406, 12, 43
32, 3, 2990, 1750, 151524, 88, 50
12, 2, 33, 0, 281, 1, 8
39, 2, 113, 0, 2235, 1, 19
81, 2, 8504, 0, 233104, 1, 27
76, 2, 1266, 1148, 17478, 18, 13
48, 3, 7753, 4841, 575138, 24, 74
70, 2, 784, 687, 19191, 18, 24
26, 2, 5741, 3129, 632358, 91, 110
33, 2, 88, 0, 382, 1, 4
46, 2, 449, 317, 22469, 30, 49
19, 1, 300, 245, 7787, 22, 25
9, 2, 2, 0, 200, 1, 66
28, 1, 3720, 2051, 255205, 709, 68
86, 1, 3109, 2281, 80564, 15, 25
107, 1, 1291, 0, 434, 1, 0
36, 1, 796, 477, 47996, 144, 60
65, 2, 637, 556, 6563, 5, 10
68, 2, 972, 884, 17128, 9, 17
111, 1, 2259, 1837, 49992, 16, 22
116, 1, 4601, 3694, 138029, 47, 29
31, 1, 910, 504, 67929, 83, 74
5, 2, 0, 0, 16, 1, 16
146, 2, 2964, 2946, 15165, 1, 5
192, 3, 1641, 0, 6540, 1, 3
19, 1, 248, 207, 9320, 41, 37
27, 1, 1296, 856, 106608, 6, 82
42, 1, 382, 270, 21294, 23, 55
57, 2, 1858, 1368, 91533, 44, 49
77, 1, 9801, 7837, 327726, 14, 33
15, 1, 196, 185, 11972, 1, 60
167, 2, 2397, 2376, 4707, 4, 1
35, 1, 701, 569, 19714, 12, 28
18, 2, 1720, 783, 135249, 8, 78
191, 2, 7163, 6893, 54741, 20, 7
81, 1, 3554, 2492, 86441, 69, 24
83, 1, 1278, 964, 32926, 37, 25
19, 2, 373, 243, 34612, 23, 92
11, 1, 136, 133, 3556, 3, 25
87, 1, 1632, 1502, 32218, 4, 19
88, 1, 5859, 5209, 119907, 16, 20
70, 3, 8323, 0, 278563, 1, 33
128, 2, 1332, 0, 1986, 1, 1
146, 2, 4071, 3899, 35372, 11, 8
55, 1, 1055, 828, 39289, 18, 37
7, 1, 11, 9, 1045, 3, 87
14, 1, 212, 158, 16164, 62, 75
26, 3, 426, 294, 29943, 33, 70
26, 3, 160, 135, 6235, 19, 38
26, 3, 239, 199, 9228, 12, 38
16, 1, 165, 156, 2216, 15, 13
62, 2, 728, 680, 8605, 12, 11
75, 3, 5669, 4202, 249049, 126, 43
60, 1, 771, 618, 28968, 98, 37
18, 2, 331, 278, 17711, 2, 53
50, 2, 800, 678, 19068, 12, 23
56, 1, 693, 680, 2192, 2, 3
34, 1, 1372, 694, 82329, 15, 59
89, 2, 1159, 1119, 8642, 6, 7
35, 2, 176, 0, 2152, 1, 12
38, 2, 1273, 820, 80703, 19, 63
10, 2, 5196, 1654, 765182, 179, 147
30, 3, 1831, 1205, 78856, 17, 43
13, 1, 93, 74, 4005, 15, 42
19, 1, 58, 41, 5065, 13, 85
77, 1, 2203, 1702, 106556, 37, 48
6, 3, 206, 89, 21268, 99, 102
17, 1, 95, 80, 2770, 5, 28
33, 2, 447, 427, 13611, 1, 30
43, 2, 968, 0, 27243, 1, 28
40, 1, 423, 357, 12580, 31, 29
49, 2, 405, 400, 3232, 5, 7
163, 2, 2555, 0, 29732, 1, 11
43, 2, 267, 0, 738, 1, 2
21, 2, 89, 52, 8435, 2, 93
34, 2, 1805, 0, 64005, 1, 35
59, 3, 2317, 1415, 122579, 85, 52
45, 3, 1241, 1003, 34173, 31, 27
43, 2, 300, 287, 2964, 9, 9
37, 2, 2050, 0, 102920, 1, 50
77, 2, 181, 179, 546, 1, 3
12, 1, 21, 19, 500, 2, 22
38, 3, 866, 588, 57016, 106, 65
63, 1, 1696, 1601, 20694, 7, 12
68, 2, 180, 155, 4979, 25, 27
199, 1, 1127, 1080, 7605, 8, 6
31, 1, 64, 63, 184, 1, 2
43, 2, 347, 320, 2368, 1, 6
13, 2, 212, 188, 8737, 1, 41
13, 1, 276, 239, 12983, 3, 46
43, 3, 1473, 1214, 74060, 2, 50
375, 2, 3556, 3553, 3836, 1, 1
71, 2, 1866, 1475, 57437, 1, 30
157, 2, 1892, 0, 15919, 1, 8
29, 1, 50, 37, 2113, 4, 41
31, 2, 333, 326, 2315, 1, 6
10, 3, 3550, 914, 566556, 3, 159
36, 1, 1591, 1149, 88774, 22, 55
57, 2, 2074, 1837, 64210, 1, 30
14, 2, 20, 17, 498, 2, 23
64, 1, 2249, 1391, 72687, 18, 32
39, 1, 1393, 757, 58910, 18, 42
53, 2, 616, 587, 7360, 5, 11
90, 2, 1499, 1323, 32884, 6, 21
26, 2, 98, 95, 1916, 2, 19
14, 2, 1885, 674, 217915, 93, 115
173, 2, 5897, 0, 123893, 1, 21
58, 2, 410, 338, 9196, 29, 22
32, 1, 1422, 1283, 72642, 2, 51
54, 1, 856, 799, 12169, 44, 14
61, 2, 529, 524, 1722, 1, 3
40, 2, 225, 205, 7617, 1, 33
30, 1, 2026, 1473, 89736, 23, 44
26, 1, 481, 241, 29149, 141, 60
66, 1, 579, 525, 6531, 16, 11
44, 1, 1755, 1107, 123567, 120, 70
180, 2, 8026, 6826, 115810, 7, 14
24, 1, 218, 184, 4405, 39, 20
45, 3, 9159, 5339, 608246, 3, 66
25, 2, 168, 0, 461, 1, 2
73, 2, 4939, 0, 169618, 1, 34
38, 2, 412, 401, 2376, 2, 5
9, 1, 78, 48, 6150, 21, 77
28, 1, 292, 236, 14886, 43, 50
42, 1, 450, 388, 18015, 44, 39
23, 3, 773, 551, 40900, 40, 52
101, 2, 1087, 0, 27108, 1, 24
62, 1, 911, 664, 29177, 136, 31
193, 2, 3930, 3768, 20223, 8, 5
46, 2, 445, 440, 1796, 2, 4
93, 1, 796, 761, 3578, 20, 4
44, 2, 334, 323, 3241, 2, 9
31, 2, 30, 27, 715, 1, 23
42, 2, 556, 0, 16738, 1, 30
112, 1, 9552, 6210, 242231, 433, 25
90, 1, 857, 0, 112, 1, 0
89, 3, 7159, 5985, 226934, 103, 31
55, 2, 580, 519, 6490, 1, 11
33, 1, 618, 605, 47736, 1, 77
69, 1, 910, 799, 17847, 27, 19
45, 1, 2105, 1506, 100158, 39, 47
32, 2, 46, 44, 484, 2, 10
38, 1, 367, 364, 1110, 1, 3
43, 1, 6001, 3602, 412902, 34, 68
38, 2, 207, 203, 871, 2, 4
22, 1, 290, 235, 10316, 42, 35
33, 3, 478, 427, 11391, 4, 23
99, 2, 5465, 4996, 91627, 4, 16
140, 2, 3171, 2919, 19647, 9, 6
73, 2, 1806, 1534, 32205, 90, 17
5, 2, 0, 0, 0, 1, 0
100, 1, 1533, 1391, 20284, 15, 13
84, 2, 1371, 1126, 44768, 36, 32
22, 1, 89, 74, 3183, 7, 35
66, 2, 928, 884, 9622, 11, 10
176, 2, 3741, 3607, 24929, 5, 6
5, 2, 23, 12, 2873, 51, 119
42, 2, 472, 0, 842, 1, 1
104, 2, 1261, 1201, 7895, 7, 6
85, 1, 4830, 3987, 162339, 5, 33
64, 3, 1403, 0, 31548, 1, 22
33, 1, 489, 334, 29541, 9, 60
40, 1, 1448, 1129, 65992, 20, 45
34, 1, 1143, 591, 62678, 37, 54
42, 1, 221, 180, 5956, 5, 26
46, 1, 2486, 1790, 157730, 51, 63
50, 3, 2816, 2094, 114673, 140, 40
26, 2, 179, 168, 4527, 1, 25
111, 1, 1494, 1362, 21240, 4, 14
13, 1, 587, 217, 64001, 11, 108
57, 2, 1839, 0, 106940, 1, 58
219, 2, 5016, 4777, 49571, 12, 9
70, 2, 673, 671, 761, 2, 1
44, 2, 418, 0, 4744, 1, 11
57, 2, 1100, 0, 38090, 1, 34
23, 1, 1331, 1001, 116769, 150, 87
36, 1, 856, 669, 30856, 83, 36
37, 2, 6747, 0, 433702, 1, 64
70, 2, 817, 749, 14063, 12, 17
25, 2, 627, 403, 47982, 4, 76
18, 1, 90, 89, 332, 1, 3
57, 2, 505, 455, 10072, 13, 19
29, 2, 18, 0, 49, 1, 2
8, 1, 131, 67, 34495, 49, 261
17, 1, 162, 157, 1417, 1, 8
50, 1, 844, 627, 23058, 17, 27
24, 2, 1000, 779, 89745, 1, 89
7, 2, 2, 0, 258, 1, 86
106, 2, 1401, 0, 5367, 1, 3
59, 2, 1102, 908, 35047, 28, 31
30, 2, 374, 0, 22119, 1, 58
24, 2, 273, 256, 3600, 5, 13
22, 1, 35, 27, 1371, 9, 38
9, 1, 43, 30, 6089, 33, 138
132, 1, 1336, 1248, 10284, 15, 7
56, 1, 1280, 1150, 19946, 14, 15
98, 2, 1582, 0, 5637, 1, 3
101, 2, 4951, 4419, 106093, 40, 21
30, 1, 8171, 0, 586718, 1, 71
129, 2, 2538, 2082, 81095, 37, 31
46, 1, 2835, 1576, 194815, 96, 68
44, 1, 557, 466, 14672, 8, 26
26, 1, 222, 202, 2729, 23, 12
10, 1, 45, 0, 738, 1, 16
13, 1, 38, 33, 1480, 1, 37
13, 1, 83, 61, 7544, 8, 89
31, 1, 1431, 1096, 65106, 30, 45
20, 2, 0, 0, 36, 1, 36
29, 1, 243, 231, 8411, 6, 34
75, 2, 441, 434, 1318, 1, 2
20, 2, 295, 217, 28716, 4, 97
101, 2, 1685, 1513, 31211, 31, 18
45, 2, 2149, 1365, 104209, 13, 48
26, 2, 123, 0, 635, 1, 5
33, 3, 2140, 0, 146842, 1, 68
22, 1, 173, 150, 4136, 21, 23
30, 1, 104, 104, 66, 1, 0
77, 1, 1001, 0, 4045, 1, 4
7, 3, 74, 57, 10211, 3, 136
75, 2, 640, 632, 2491, 2, 3
134, 1, 5620, 0, 99900, 1, 17
49, 2, 4196, 3663, 243373, 1, 57
90, 1, 1386, 1292, 22766, 1, 16
55, 2, 625, 586, 6968, 4, 11
9, 3, 1353, 620, 223652, 4, 165
7, 3, 952, 446, 163286, 4, 171
39, 1, 210, 182, 3502, 20, 16
35, 3, 2520, 1617, 146104, 61, 57
18, 1, 78, 67, 2740, 6, 34
104, 2, 1538, 1157, 62988, 25, 40
51, 1, 457, 417, 7565, 3, 16
46, 1, 1601, 1270, 52195, 45, 32
69, 2, 799, 744, 9256, 4, 11
29, 2, 81, 0, 269, 1, 3
52, 1, 543, 0, 2806, 1, 5
28, 1, 345, 319, 6473, 15, 18
168, 2, 2786, 2710, 13433, 9, 4
114, 2, 1721, 1661, 9647, 4, 5
10, 1, 119, 102, 8838, 18, 73
167, 2, 4020, 0, 70325, 1, 17
61, 2, 136, 123, 3067, 10, 22
34, 1, 397, 347, 9540, 23, 23
45, 2, 1143, 773, 41777, 2, 36
86, 2, 1905, 1757, 24186, 11, 12
113, 1, 3057, 2551, 60173, 34, 19
27, 2, 2785, 1491, 186923, 53, 67
102, 2, 1310, 1267, 8148, 7, 6
80, 2, 1800, 0, 32002, 1, 17
128, 2, 1767, 0, 11741, 1, 6
71, 2, 908, 746, 30720, 18, 33
27, 2, 2565, 1106, 199353, 66, 77
58, 2, 725, 531, 45417, 1, 62
68, 2, 574, 556, 4468, 3, 7
37, 2, 342, 339, 1118, 1, 3
86, 2, 2348, 0, 79277, 1, 33
29, 2, 165, 0, 596, 1, 3
32, 1, 721, 643, 19950, 90, 27
17, 2, 8, 0, 37, 1, 4
62, 2, 499, 495, 800, 1, 1
18, 2, 15, 14, 234, 6, 14
14, 2, 17, 15, 561, 18, 31
115, 1, 6098, 5184, 175172, 110, 28
36, 2, 946, 579, 48793, 40, 51
63, 1, 1946, 1565, 82614, 32, 42
220, 2, 5925, 5809, 27864, 12, 4
121, 2, 4252, 3788, 84244, 8, 19
8, 2, 4, 0, 464, 1, 92
19, 2, 67, 65, 1276, 1, 18
41, 2, 354, 0, 169, 1, 0
134, 2, 1606, 1604, 1868, 1, 1
72, 3, 2493, 2133, 61084, 39, 24
72, 2, 1509, 1388, 18110, 14, 11
36, 2, 232, 0, 294, 1, 1
65, 2, 638, 615, 4387, 3, 6
52, 1, 388, 382, 1387, 1, 3
107, 2, 1260, 1010, 45743, 15, 36
14, 1, 158, 151, 2006, 10, 12
40, 2, 58, 0, 459, 1, 7
38, 2, 1137, 871, 40220, 5, 35
22, 1, 122, 121, 294, 2, 2
53, 1, 1721, 1410, 62738, 85, 36
64, 3, 3312, 2653, 128861, 78, 38
18, 1, 29, 24, 1438, 2, 47
23, 1, 662, 447, 75318, 61, 113
23, 2, 2516, 1539, 136982, 3, 54
24, 1, 168, 160, 4290, 5, 25
23, 2, 991, 617, 71565, 1, 72
85, 2, 5578, 0, 202269, 1, 36
24, 1, 468, 450, 19328, 1, 41
32, 1, 1281, 733, 82481, 75, 64
40, 1, 658, 325, 45652, 69, 69
67, 1, 4175, 3302, 163558, 32, 39
43, 2, 347, 0, 10776, 1, 30
30, 1, 99, 86, 2999, 17, 29
22, 1, 253, 247, 1251, 6, 4
61, 3, 3452, 2540, 183093, 120, 53
54, 1, 3908, 1887, 196699, 228, 50
7, 1, 4, 4, 117, 1, 23
29, 2, 376, 300, 16052, 30, 42
42, 1, 1757, 1367, 73712, 9, 41
107, 2, 2058, 1824, 39501, 26, 19
94, 1, 5759, 4468, 176798, 63, 30
27, 2, 76, 0, 958, 1, 12
60, 1, 916, 731, 29772, 8, 32
19, 2, 14, 13, 537, 2, 35
28, 1, 190, 188, 320, 7, 1
27, 2, 76, 0, 284, 1, 3
31, 1, 1910, 975, 155845, 75, 81
14, 1, 162, 142, 5486, 30, 33
224, 2, 4330, 4215, 24338, 13, 5
25, 1, 44, 37, 983, 20, 21
33, 1, 329, 325, 1040, 6, 3
33, 1, 274, 0, 4274, 1, 15
46, 1, 700, 593, 9911, 12, 14
20, 2, 2475, 0, 312457, 1, 126
55, 2, 885, 0, 5586, 1, 6
31, 1, 750, 471, 46689, 23, 62
20, 1, 3919, 2384, 369314, 75, 94
72, 2, 942, 0, 2425, 1, 2
31, 1, 1031, 806, 35715, 19, 34
41, 3, 380, 370, 1760, 6, 4
104, 1, 7736, 5698, 280052, 32, 36
39, 2, 134, 131, 1272, 1, 9
103, 2, 1712, 0, 30700, 1, 17
61, 3, 1818, 1545, 54883, 49, 30
17, 3, 6192, 0, 1346922, 1, 217
40, 1, 648, 295, 39027, 114, 60
39, 2, 963, 702, 43182, 129, 44
35, 2, 368, 310, 10942, 13, 29
69, 2, 1192, 0, 27389, 1, 22
147, 2, 3018, 2915, 12732, 5, 4
14, 1, 162, 141, 4943, 17, 30
54, 1, 634, 621, 5987, 2, 9
65, 2, 797, 672, 17727, 41, 22
48, 2, 641, 630, 2120, 6, 3
28, 1, 237, 235, 409, 1, 1
43, 2, 283, 276, 1932, 3, 6
27, 1, 1145, 663, 97947, 5, 85
253, 2, 2676, 0, 72, 1, 0
20, 1, 94, 94, 320, 1, 3
235, 2, 6158, 5851, 61735, 24, 10
318, 2, 5042, 0, 13153, 1, 2
66, 1, 847, 723, 21420, 12, 25
61, 1, 1477, 1152, 56862, 5, 38
50, 2, 556, 518, 6816, 10, 12
111, 2, 4502, 3460, 159202, 49, 35
8, 3, 5, 3, 424, 1, 70
10, 3, 21, 15, 1210, 1, 55
10, 3, 3, 2, 240, 1, 60
58, 2, 837, 703, 29081, 6, 34
42, 1, 916, 592, 32408, 21, 35
104, 1, 6986, 5562, 166670, 78, 23
15, 1, 63, 56, 2542, 6, 39
132, 2, 2342, 2082, 43251, 18, 18
28, 1, 363, 330, 7350, 51, 20
51, 2, 868, 767, 21108, 3, 24
147, 2, 4069, 0, 27101, 1, 6
55, 2, 477, 475, 493, 1, 1
95, 1, 2151, 1934, 33113, 24, 15
37, 3, 4096, 2059, 198205, 4, 48
28, 1, 191, 0, 3504, 1, 18
104, 1, 3829, 3319, 84394, 28, 22
31, 1, 280, 260, 3469, 23, 12
183, 2, 3016, 0, 34342, 1, 11
94, 1, 3735, 3019, 116656, 16, 31
28, 2, 284, 0, 4016, 1, 14
12, 3, 4277, 1654, 929775, 11, 217
26, 2, 22, 0, 43, 1, 1
42, 1, 372, 286, 10757, 66, 28
62, 1, 925, 677, 29111, 2, 31
29, 2, 39, 0, 88, 1, 2
69, 2, 852, 685, 31585, 28, 37
25, 1, 358, 219, 32525, 126, 90
12, 3, 136, 112, 4463, 4, 32
63, 2, 591, 567, 4502, 7, 7
21, 1, 241, 220, 7311, 2, 30
99, 2, 796, 754, 4680, 15, 5
41, 1, 427, 389, 6985, 3, 16
33, 2, 417, 0, 12588, 1, 30
15, 2, 5, 0, 241, 1, 40
28, 2, 864, 523, 91675, 24, 105
22, 1, 167, 155, 1697, 10, 10
6, 1, 277, 89, 33685, 1, 121
15, 2, 168, 94, 16578, 68, 98
49, 2, 605, 0, 23777, 1, 39
24, 1, 729, 506, 49053, 9, 67
117, 2, 1284, 0, 3280, 1, 2
23, 3, 463, 434, 9805, 4, 21
33, 1, 305, 299, 1961, 2, 6
122, 2, 1448, 1408, 7186, 7, 4
42, 1, 392, 366, 5912, 33, 15
48, 1, 1792, 1486, 34811, 26, 19
45, 2, 488, 0, 2014, 1, 4
26, 2, 270, 0, 25288, 1, 93
193, 2, 6845, 6182, 123410, 25, 18
38, 1, 300, 260, 6090, 11, 20
88, 1, 3284, 1747, 95249, 86, 28
68, 3, 6622, 0, 186449, 1, 28
62, 2, 1168, 1084, 13137, 10, 11
84, 3, 1493, 1407, 18808, 14, 12
29, 2, 105, 0, 626, 1, 5
275, 2, 6762, 6655, 20920, 5, 3
122, 1, 9852, 8441, 208455, 30, 21
38, 2, 321, 302, 4686, 7, 14
54, 2, 417, 392, 4653, 4, 11
21, 1, 182, 0, 1121, 1, 6
30, 1, 375, 337, 5137, 11, 13
25, 2, 45, 43, 609, 1, 13
26, 2, 28, 0, 372, 1, 12
41, 2, 647, 0, 21348, 1, 32
40, 1, 845, 584, 28228, 45, 33
48, 3, 6502, 4207, 385207, 16, 59
14, 2, 7, 5, 356, 1, 44
16, 2, 13, 10, 585, 4, 41
27, 1, 71, 70, 91, 1, 1
19, 1, 207, 187, 5840, 15, 28
34, 1, 269, 268, 171, 1, 0
40, 1, 3472, 2156, 205452, 63, 59
16, 3, 1407, 846, 131195, 101, 93
75, 2, 7521, 5041, 360397, 354, 47
6, 1, 38, 38, 77, 1, 1
21, 1, 169, 142, 8058, 2, 47
15, 1, 145, 141, 1330, 12, 9
36, 2, 431, 405, 9315, 5, 21
57, 2, 1446, 0, 40469, 1, 27
103, 2, 1644, 1601, 9094, 7, 5
4, 1, 5851, 732, 1158672, 18, 197
28, 2, 325, 0, 1908, 1, 5
43, 2, 438, 0, 2964, 1, 6
47, 1, 4427, 2433, 206913, 1, 46
110, 2, 2248, 2149, 14782, 10, 6
112, 2, 2269, 2230, 14682, 6, 6
27, 2, 656, 0, 42042, 1, 63
24, 1, 2191, 1981, 168183, 1, 76
19, 2, 178, 0, 1605, 1, 8
37, 1, 357, 354, 546, 2, 1
45, 2, 233, 200, 11911, 2, 50
90, 2, 7340, 6736, 150211, 2, 20
17, 2, 124, 116, 6114, 1, 48
21, 1, 281, 215, 17600, 3, 62
160, 2, 2723, 0, 5663, 1, 2
125, 1, 5119, 3641, 109588, 502, 21
204, 2, 1939, 1924, 1131, 1, 0
6, 1, 319, 127, 32251, 7, 100
21, 2, 176, 138, 4645, 2, 26
27, 2, 367, 336, 6584, 3, 17
81, 1, 3610, 2867, 101927, 85, 28
22, 2, 15, 0, 173, 1, 10
70, 3, 1009, 929, 16792, 18, 16
73, 2, 9619, 9503, 374690, 1, 38
35, 1, 230, 212, 2325, 12, 10
40, 1, 166, 0, 415, 1, 2
95, 2, 1236, 1070, 29018, 23, 23
74, 2, 899, 710, 37448, 16, 41
19, 2, 85, 84, 460, 3, 5
128, 2, 939, 907, 6396, 10, 6
47, 2, 102, 94, 2637, 2, 25
90, 1, 3381, 2719, 44659, 5, 13
64, 1, 1078, 857, 19612, 20, 18
39, 1, 2145, 1647, 87332, 22, 40
22, 1, 147, 0, 431, 1, 2
23, 1, 674, 528, 25804, 79, 38
15, 1, 42, 0, 448, 1, 10
22, 2, 39, 38, 567, 1, 14
30, 1, 594, 371, 38778, 4, 65
16, 1, 6, 5, 219, 5, 31
38, 1, 5337, 2694, 307395, 218, 57
75, 1, 865, 710, 17263, 121, 19
37, 1, 791, 415, 55690, 18, 70
17, 2, 21, 0, 904, 1, 41
42, 2, 342, 298, 8717, 11, 25
85, 2, 806, 0, 576, 1, 0
15, 3, 371, 160, 64461, 54, 173
86, 2, 978, 889, 13950, 18, 14
66, 2, 720, 684, 6526, 8, 9
95, 2, 1312, 1247, 14493, 11, 11
28, 1, 788, 526, 39638, 20, 50
57, 2, 538, 0, 525, 1, 0
28, 1, 322, 284, 7934, 4, 24
25, 1, 170, 129, 5534, 55, 32
16, 2, 56, 32, 2581, 6, 45
69, 2, 543, 515, 2914, 2, 5
55, 2, 340, 0, 1077, 1, 3
31, 1, 49, 48, 174, 2, 3
95, 2, 422, 421, 249, 1, 0
122, 2, 856, 838, 3390, 2, 3
65, 1, 504, 497, 1706, 3, 3
92, 2, 963, 0, 1762, 1, 1
14, 1, 180, 170, 4581, 7, 25
44, 1, 447, 403, 7374, 49, 16
42, 1, 446, 423, 3935, 5, 8
116, 2, 5944, 0, 135705, 1, 22
35, 2, 2559, 0, 160249, 1, 62
69, 2, 868, 796, 15635, 7, 17
12, 2, 42, 40, 334, 1, 7
79, 2, 784, 659, 21392, 13, 27
40, 2, 140, 135, 997, 3, 7
151, 2, 3397, 0, 24471, 1, 7
39, 1, 708, 411, 23171, 8, 32
90, 2, 1094, 1080, 2877, 5, 2
64, 2, 99, 0, 48, 1, 0
74, 2, 1706, 0, 34550, 1, 20
45, 1, 6353, 3157, 309863, 2, 48
34, 2, 294, 0, 3133, 1, 10
52, 2, 631, 586, 5666, 1, 8
169, 1, 2953, 2675, 28180, 22, 9
54, 1, 503, 0, 12981, 1, 25
9, 1, 64, 0, 1118, 1, 17
165, 2, 1851, 0, 2472, 1, 1
25, 1, 847, 545, 52029, 9, 61
23, 1, 154, 0, 155, 1, 1
39, 1, 308, 305, 540, 4, 1
90, 2, 669, 643, 6687, 3, 9
53, 2, 569, 565, 1438, 1, 2
146, 1, 7553, 6462, 110998, 22, 14
86, 2, 1364, 1141, 38367, 16, 28
59, 2, 5040, 3148, 243490, 12, 48
144, 2, 2606, 2481, 23803, 12, 9
19, 3, 367, 275, 17870, 14, 48
27, 1, 965, 733, 43406, 4, 44
16, 1, 32, 26, 545, 5, 16
30, 1, 1546, 1246, 54829, 27, 35
36, 2, 691, 0, 38494, 1, 55
40, 1, 418, 401, 1425, 11, 3
41, 1, 6040, 4296, 369003, 60, 61
18, 1, 220, 206, 3646, 6, 16
40, 1, 249, 213, 1885, 21, 7
9, 1, 261, 127, 24671, 29, 94
23, 1, 359, 252, 14940, 83, 41
144, 1, 3256, 3101, 84161, 1, 25
64, 2, 846, 649, 28372, 36, 33
184, 2, 2295, 2152, 28648, 18, 12
164, 2, 3519, 3244, 25094, 14, 7
21, 2, 208, 0, 750, 1, 3
145, 2, 7824, 0, 91379, 1, 11
37, 1, 480, 460, 3766, 4, 7
94, 2, 79, 73, 904, 3, 11
25, 3, 790, 471, 69183, 62, 87
62, 2, 1995, 0, 58231, 1, 29
62, 1, 2958, 2346, 88862, 18, 30
18, 1, 129, 0, 8, 1, 0
282, 1, 9458, 6710, 108258, 551, 11
29, 1, 331, 324, 1769, 4, 5
29, 1, 537, 495, 11782, 19, 21
20, 1, 330, 270, 17062, 21, 51
67, 1, 1051, 1017, 4633, 4, 4
8, 1, 370, 131, 42148, 17, 113
36, 1, 1721, 1173, 83981, 33, 48
27, 2, 231, 0, 127, 1, 0
21, 1, 66, 61, 716, 2, 10
69, 2, 985, 892, 22183, 5, 22
34, 1, 5311, 3162, 315945, 80, 59
53, 2, 454, 0, 493, 1, 1
70, 1, 870, 815, 10386, 7, 11
115, 2, 957, 918, 10113, 7, 10
26, 1, 256, 239, 4492, 4, 17
90, 1, 1084, 786, 29300, 27, 27
75, 1, 8649, 6434, 401790, 10, 46
101, 2, 1492, 1338, 28226, 15, 18
78, 1, 9149, 5088, 362600, 55, 39
32, 1, 622, 536, 14105, 63, 22
23, 3, 5531, 2833, 427587, 26, 77
21, 1, 939, 575, 69355, 35, 73
181, 2, 2964, 2747, 38864, 16, 13
130, 2, 2658, 2563, 18194, 6, 6
340, 2, 3742, 3514, 10364, 24, 2
55, 2, 613, 499, 21728, 7, 35
22, 1, 2304, 1528, 169167, 99, 73
26, 2, 385, 0, 9325, 1, 24
23, 1, 233, 217, 6841, 6, 29
210, 2, 8330, 7910, 75607, 34, 9
26, 2, 198, 143, 9363, 15, 47
28, 2, 360, 0, 5923, 1, 16
134, 2, 1448, 0, 10513, 1, 7
51, 2, 852, 0, 24535, 1, 28
219, 2, 4615, 4509, 18735, 5, 4
72, 1, 9112, 7128, 321136, 40, 35
39, 2, 1289, 979, 61836, 6, 47
32, 2, 353, 0, 4137, 1, 11
121, 1, 1550, 1392, 16622, 12, 10
32, 1, 1291, 610, 94172, 38, 72
81, 1, 890, 888, 1169, 2, 1
70, 2, 509, 471, 6832, 4, 13
21, 3, 483, 354, 20307, 1, 41
155, 1, 3744, 3600, 19450, 5, 5
51, 1, 1034, 695, 57613, 9, 55
84, 3, 6300, 4911, 260458, 50, 41
74, 2, 1685, 1460, 42861, 34, 25
43, 2, 161, 157, 1088, 3, 6
20, 2, 675, 407, 51454, 10, 76
83, 2, 4658, 4035, 151318, 17, 32
139, 1, 2311, 2179, 13202, 2, 5
213, 2, 4915, 4912, 21176, 1, 4
181, 2, 2072, 0, 10821, 1, 5
